source_node_id	dest_node_id	route	snr_towards	route_back	snr_back	ts	hop_start	hop_limit	request_id
!50734ef3	!433cfd58	[3977992601,341110149,3163572056,1692561267,3215555858,2956853352]	[53,-16,43,-44,36,-30,-35]	[436431638,67543040]	[16,-38]	1782925683	5	3	0
!50734ef3	!433cfd58	[3977992601,341110149,3163572056,1692561267,3215555858,2956853352]	[53,-16,43,-44,36,-30,-35]	[436431638,67543040]	[16,-38]	1782925683	5	3	0
!a1d75fc4	!1454ed85	[1780406593,4134126952,3562773560]	[48,-8,-21]	[]	[]	1782925789	7	4	0
!a1d75fc4	!1454ed85	[1780406593,4134126952,3562773560]	[48,-8,-21]	[]	[]	1782925789	7	4	0
!a1d75fc4	!1454ed85	[1780406593,4134126952,3562773560,3735193773,67150524,1692561267,3163572056]	[48,-8,-21,-26,-16,-15,-31]	[]	[]	1782925793	7	1	0
!a1d75fc4	!1454ed85	[1780406593,4134126952,3562773560,3735193773,67150524,1692561267,3163572056]	[48,-8,-21,-26,-16,-15,-31]	[]	[]	1782925793	7	1	0
!1454ed85	!a1d75fc4	[1780406593,4134126952,3562773560,3735193773,67150524,1692561267,3163572056]	[48,-8,-21,-26,-16,-15,-31,42]	[]	[]	1782925795	6	6	0
!1454ed85	!a1d75fc4	[1780406593,4134126952,3562773560,3735193773,67150524,1692561267,3163572056]	[48,-8,-21,-26,-16,-15,-31,42]	[]	[]	1782925795	6	6	0
!a1d75fc4	!1454ed85	[1780406593,1771823848,463943128,2274067141]	[48,-40,-32,-26]	[]	[]	1782925798	7	3	0
!a1d75fc4	!1454ed85	[1780406593,1771823848,463943128,2274067141]	[48,-40,-32,-26]	[]	[]	1782925798	7	3	0
!a1d75fc4	!97d57985	[1780406593,1130030704,2274067141]	[46,-19,-33]	[]	[]	1782925964	7	4	0
!a1d75fc4	!97d57985	[1780406593,1130030704,2274067141]	[46,-19,-33]	[]	[]	1782925964	7	4	0
!a1d75fc4	!97d57985	[1780406593,1130030704,2274067141,180997892]	[46,-19,-33,22]	[]	[]	1782925966	7	3	0
!a1d75fc4	!97d57985	[1780406593,1130030704,2274067141,180997892]	[46,-19,-33,22]	[]	[]	1782925966	7	3	0
!a1d75fc4	!97d57985	[1780406593,1130030704,2274067141,2956853352,1349734131,436431638,341110149]	[46,-19,-33,-43,-35,18,-42]	[]	[]	1782925970	7	\N	0
!a1d75fc4	!97d57985	[1780406593,1130030704,2274067141,2956853352,1349734131,436431638,341110149]	[46,-19,-33,-43,-35,18,-42]	[]	[]	1782925970	7	\N	0
!b1610d41	!913e2eb6	[4134538928]	[-26]	[]	[]	1782925980	7	7	0
!b1610d41	!913e2eb6	[4134538928]	[-26]	[]	[]	1782925980	7	7	0
!b1610d41	!913e2eb6	[1548600466]	[62]	[]	[]	1782925981	7	7	0
!b1610d41	!913e2eb6	[1548600466]	[62]	[]	[]	1782925981	7	7	0
!913e2eb6	!b1610d41	[]	[-42]	[]	[]	1782925981	2	2	0
!913e2eb6	!b1610d41	[]	[-42]	[]	[]	1782925981	2	2	0
!913e2eb6	!b1610d41	[]	[-42]	[1128100024,1731139699,4134538928]	[57,-10,41]	1782925987	2	\N	0
!913e2eb6	!b1610d41	[]	[-42]	[1128100024,1731139699,4134538928]	[57,-10,41]	1782925987	2	\N	0
!a1d75fc4	!4093fc0	[1780406593,67150524,1692561267]	[51,-46,-11]	[]	[]	1782926524	7	4	0
!a1d75fc4	!4093fc0	[1780406593,67150524,1692561267]	[51,-46,-11]	[]	[]	1782926524	7	4	0
!a1d75fc4	!4093fc0	[1780406593,67150524,1692561267,3163572056]	[51,-46,-11,-25]	[]	[]	1782926525	7	4	0
!a1d75fc4	!4093fc0	[1780406593,67150524,1692561267,3163572056]	[51,-46,-11,-25]	[]	[]	1782926525	7	4	0
!b1610d41	!397b77d	[1731139699,4134538928]	[27,40]	[]	[]	1782926881	7	6	0
!b1610d41	!397b77d	[1731139699,4134538928]	[27,40]	[]	[]	1782926881	7	6	0
!b1610d41	!397b77d	[1731139699,1548600466]	[27,-24]	[]	[]	1782926881	7	6	0
!b1610d41	!397b77d	[1731139699]	[27]	[]	[]	1782926881	7	6	0
!b1610d41	!397b77d	[1731139699,1548600466]	[27,-24]	[]	[]	1782926881	7	6	0
!b1610d41	!397b77d	[1731139699]	[27]	[]	[]	1782926881	7	6	0
!d6e141e7	!a1d75fc4	[1780406593,4134126952]	[46,-15,33]	[3215555858]	[22]	1782927406	3	2	0
!d6e141e7	!a1d75fc4	[1780406593,4134126952]	[46,-15,33]	[3215555858]	[22]	1782927407	3	2	0
!d6e141e7	!a1d75fc4	[]	[11,-3,8]	[]	[-1]	1782927407	3	\N	0
!d6e141e7	!a1d75fc4	[1780406593,4134126952]	[46,-15,33]	[]	[]	1782927407	3	3	0
!d6e141e7	!a1d75fc4	[]	[11,-3,8]	[]	[-1]	1782927407	3	\N	0
!d6e141e7	!a1d75fc4	[1780406593,4134126952]	[46,-15,33]	[]	[]	1782927407	3	3	0
!d6e141e7	!a1d75fc4	[1780406593,4134126952]	[46,-15,33]	[3215555858,1692561267,3163572056]	[22,46,-39]	1782927409	3	1	0
!d6e141e7	!a1d75fc4	[1780406593,4134126952]	[46,-15,33]	[3215555858,1692561267,3163572056]	[22,46,-39]	1782927409	3	1	0
!b1610d41	!ba6a5968	[1548600466]	[-23]	[]	[]	1782927781	7	7	0
!b1610d41	!ba6a5968	[1548600466]	[-23]	[]	[]	1782927781	7	7	0
!b1610d41	!ba6a5968	[3783007151,4134538928]	[-4,39]	[]	[]	1782927781	7	6	0
!b1610d41	!ba6a5968	[3783007151,4134538928]	[-4,39]	[]	[]	1782927781	7	6	0
!b1610d41	!ba6a5968	[3783007151,2323964937]	[-4,-22]	[]	[]	1782927782	7	6	0
!b1610d41	!ba6a5968	[3783007151,2323964937]	[-4,-22]	[]	[]	1782927782	7	6	0
!b1610d41	!ba6a5968	[3783007151,2323964937,70044471,1725113834]	[-4,-22,44,-33]	[]	[]	1782927789	7	6	0
!b1610d41	!ba6a5968	[3783007151,2323964937,70044471,1725113834]	[-4,-22,44,-33]	[]	[]	1782927789	7	6	0
!a1d75fc4	!1309d50c	[1780406593,1130030704,2658580024]	[47,-21,-37]	[]	[]	1782927949	7	4	0
!a1d75fc4	!1309d50c	[1780406593,1130030704,2658580024]	[47,-21,-37]	[]	[]	1782927949	7	4	0
!a1d75fc4	!1309d50c	[1780406593,4134126952,3562773560]	[47,-35,-21]	[]	[]	1782927949	7	4	0
!a1d75fc4	!1309d50c	[1780406593,4134126952,3562773560]	[47,-35,-21]	[]	[]	1782927949	7	4	0
!a1d75fc4	!1309d50c	[1780406593,4134126952,3562773560,3215555858,1692561267,3163572056]	[47,-35,-21,37,45,-20]	[]	[]	1782927953	7	2	0
!a1d75fc4	!1309d50c	[1780406593,4134126952,3562773560,3215555858,1692561267,3163572056]	[47,-35,-21,37,45,-20]	[]	[]	1782927953	7	2	0
!d9079859	!433cfd58	[3977992601,341110149,3163572056]	[53,-24,40,21]	[]	[]	1782928148	3	3	0
!d9079859	!433cfd58	[3977992601,341110149,3163572056]	[53,-24,40,21]	[]	[]	1782928148	3	3	0
!d9079859	!433cfd58	[3977992601,341110149,3163572056]	[53,-24,40,21]	[3156624959,341110149]	[-20,-31]	1782928151	3	1	0
!d9079859	!433cfd58	[3977992601,341110149,3163572056]	[53,-24,40,21]	[3156624959,341110149]	[-20,-31]	1782928151	3	1	0
!d9079859	!433cfd58	[3977992601,341110149,3163572056]	[53,-24,40,21]	[3735193773,3562773560]	[-37,-12]	1782928151	3	1	0
!d9079859	!433cfd58	[3977992601,341110149,3163572056]	[53,-24,40,21]	[3735193773,3562773560]	[-37,-12]	1782928152	3	1	0
!a1d75fc4	!db2ac884	[1780406593,3215555858]	[47,-19]	[]	[]	1782928313	7	5	0
!a1d75fc4	!db2ac884	[1780406593,3215555858]	[47,-19]	[]	[]	1782928313	7	5	0
!a1d75fc4	!db2ac884	[1780406593,3215555858]	[47,-19]	[]	[]	1782928314	7	5	0
!a1d75fc4	!db2ac884	[1780406593,3215555858]	[47,-19]	[]	[]	1782928314	7	5	0
!a1d75fc4	!db2ac884	[1780406593,3215555858,1692561267,3163572056]	[47,-19,46,-21]	[]	[]	1782928315	7	4	0
!a1d75fc4	!db2ac884	[1780406593,3215555858,1692561267,3163572056]	[47,-19,46,-21]	[]	[]	1782928315	7	4	0
!db2ac884	!a1d75fc4	[1780406593,3215555858,1692561267]	[47,-19,46,-23]	[1239321485,733904697,1692561267]	[-33,50,-33]	1782928322	4	1	0
!db2ac884	!a1d75fc4	[1780406593,3215555858,1692561267]	[47,-19,46,-23]	[1239321485,733904697,1692561267]	[-33,50,-33]	1782928322	4	1	0
!db2ac884	!a1d75fc4	[1780406593,3215555858,1692561267]	[47,-19,46,-23]	[1239321485,733904697,1692561267,3163572056]	[-33,50,-33,-25]	1782928323	4	1	0
!db2ac884	!a1d75fc4	[1780406593,3215555858,1692561267]	[47,-19,46,-23]	[1239321485,733904697,1692561267,3163572056]	[-33,50,-33,-25]	1782928323	4	1	0
!a1d75fc4	!b33214db	[1780406593,67150524,1692561267]	[48,-39,-13]	[]	[]	1782928486	7	4	0
!a1d75fc4	!b33214db	[1780406593,67150524,1692561267]	[48,-39,-13]	[]	[]	1782928486	7	4	0
!a1d75fc4	!b33214db	[1780406593,67150524,1692561267,3163572056]	[48,-39,-13,-23]	[]	[]	1782928487	7	4	0
!a1d75fc4	!b33214db	[1780406593,67150524,1692561267,3163572056]	[48,-39,-13,-23]	[]	[]	1782928487	7	4	0
!a1d75fc4	!b33214db	[1780406593,67150524,3735193773,391172400]	[48,-39,-36,-46]	[]	[]	1782928488	7	3	0
!a1d75fc4	!b33214db	[1780406593,67150524,3735193773,391172400]	[48,-39,-36,-46]	[]	[]	1782928488	7	3	0
!d481460c	!433c7c48	[]	[4,6,11,3]	[]	[8,-8,-7,-11,-10]	1782928534	4	\N	0
!d481460c	!433c7c48	[]	[4,6,11,3]	[]	[8,-8,-7,-11,-10]	1782928534	4	\N	0
!d481460c	!433c7c48	[1151812846,2676575955,4134198428]	[16,27,47,12]	[2410035304,1770166592,48706800,80066340]	[33,-35,-28,-36]	1782928536	4	\N	0
!d481460c	!433c7c48	[1151812846,2676575955,4134198428]	[16,27,47,12]	[2410035304,1770166592,48706800,80066340]	[33,-35,-28,-36]	1782928536	4	\N	0
!1454ed85	!433cfd58	[3977992601]	[54,-24]	[]	[]	1782928617	3	3	0
!1454ed85	!433cfd58	[3977992601]	[54,-24]	[]	[]	1782928617	3	3	0
!1454ed85	!433cfd58	[3977992601]	[54,-24]	[3163572056,3641153625]	[42,15]	1782928618	3	1	0
!1454ed85	!433cfd58	[3977992601]	[54,-24]	[3163572056,3641153625]	[42,15]	1782928618	3	1	0
!1454ed85	!433cfd58	[3977992601]	[48,-30]	[]	[]	1782928650	3	3	0
!1454ed85	!433cfd58	[3977992601]	[48,-30]	[]	[]	1782928650	3	3	0
!1454ed85	!433cfd58	[3977992601]	[48,-30]	[436431638]	[-41]	1782928652	3	2	0
!1454ed85	!433cfd58	[3977992601]	[48,-30]	[436431638]	[-41]	1782928652	3	2	0
!1454ed85	!433cfd58	[3977992601]	[48,-30]	[3163572056,3641153625,3691266497]	[40,25,-48]	1782928655	3	\N	0
!1454ed85	!433cfd58	[3977992601]	[48,-30]	[3163572056,3641153625,3691266497]	[40,25,-48]	1782928655	3	\N	0
!b1610d41	!2fb7352c	[4134538928]	[-25]	[]	[]	1782928681	7	7	0
!b1610d41	!2fb7352c	[4134538928]	[-25]	[]	[]	1782928681	7	7	0
!1454ed85	!433cfd58	[3977992601]	[48,-29]	[]	[]	1782928681	3	3	0
!1454ed85	!433cfd58	[3977992601]	[48,-29]	[]	[]	1782928681	3	3	0
!b1610d41	!2fb7352c	[1731139699]	[28]	[]	[]	1782928682	7	6	0
!b1610d41	!2fb7352c	[3783007151,2323964937]	[1,-15]	[]	[]	1782928682	7	6	0
!b1610d41	!2fb7352c	[1731139699]	[28]	[]	[]	1782928682	7	6	0
!b1610d41	!2fb7352c	[3783007151,2323964937]	[1,-15]	[]	[]	1782928682	7	6	0
!1454ed85	!433cfd58	[3977992601]	[48,-29]	[3163572056,1692561267]	[40,-37]	1782928684	3	1	0
!1454ed85	!433cfd58	[3977992601]	[48,-29]	[3163572056,1692561267]	[40,-37]	1782928684	3	1	0
!1454ed85	!433cfd58	[3977992601]	[48,-29]	[3163572056,1692561267,3215555858]	[40,-37,45]	1782928685	3	\N	0
!1454ed85	!433cfd58	[3977992601]	[48,-29]	[3163572056,1692561267,3215555858]	[40,-37,45]	1782928685	3	\N	0
!b1610d41	!2fb7352c	[3783007151,2323964937,70044471,1725113834]	[1,-15,46,-33]	[]	[]	1782928697	7	6	0
!b1610d41	!2fb7352c	[3783007151,2323964937,70044471,1725113834]	[1,-15,46,-33]	[]	[]	1782928697	7	6	0
!a1d75fc4	!6985aa24	[1780406593,3215555858]	[48,-15]	[]	[]	1782928853	7	5	0
!a1d75fc4	!6985aa24	[1780406593,3215555858]	[48,-15]	[]	[]	1782928853	7	5	0
!a1d75fc4	!6985aa24	[1780406593,3215555858]	[48,-15]	[]	[]	1782928854	7	5	0
!a1d75fc4	!6985aa24	[1780406593,3215555858]	[48,-15]	[]	[]	1782928854	7	5	0
!6985aa24	!a1d75fc4	[1780406593,3215555858]	[48,-15,26]	[3215555858,3148250271]	[28,-30]	1782928857	3	1	0
!6985aa24	!a1d75fc4	[1780406593,3215555858]	[48,-15,26]	[3215555858,3148250271]	[28,-30]	1782928857	3	1	0
!6985aa24	!a1d75fc4	[1780406593,3215555858]	[48,-15,26]	[1129746596,391172400]	[-36,-40]	1782928858	3	1	0
!6985aa24	!a1d75fc4	[1780406593,3215555858]	[48,-15,26]	[1129746596,391172400]	[-36,-40]	1782928858	3	1	0
!1454ed85	!433cfd58	[3977992601]	[51,-34]	[]	[]	1782928985	3	3	0
!1454ed85	!433cfd58	[3977992601]	[51,-34]	[]	[]	1782928985	3	3	0
!1454ed85	!433cfd58	[3977992601]	[51,-34]	[436431638]	[-43]	1782928986	3	2	0
!1454ed85	!433cfd58	[3977992601]	[51,-34]	[436431638]	[-43]	1782928986	3	2	0
!1454ed85	!433cfd58	[3977992601]	[51,-34]	[3163572056,1692561267,3215555858]	[40,-33,44]	1782928988	3	\N	0
!1454ed85	!433cfd58	[3977992601]	[51,-34]	[3163572056,1692561267,3215555858]	[40,-33,44]	1782928988	3	\N	0
!a1d75fc4	!9e759a68	[1780406593,1130030704,2658580024]	[49,-38,-38]	[]	[]	1782929036	7	4	0
!a1d75fc4	!9e759a68	[1780406593,1130030704,2658580024]	[49,-38,-38]	[]	[]	1782929036	7	4	0
!a1d75fc4	!9e759a68	[1780406593,1130030704,2274067141,463615188,1692561267,3163572056]	[49,-38,-34,-2,-37,-20]	[]	[]	1782929040	7	2	0
!a1d75fc4	!9e759a68	[1780406593,1130030704,2274067141,463615188,1692561267,3163572056]	[49,-38,-34,-2,-37,-20]	[]	[]	1782929040	7	2	0
!50734ef3	!433cfd58	[3977992601,341110149,3163572056,3641153625]	[50,-29,41,-5,-15]	[436431638]	[-1]	1782929214	5	4	0
!50734ef3	!433cfd58	[3977992601,341110149,3163572056,3641153625]	[50,-29,41,-5,-15]	[436431638]	[-1]	1782929214	5	4	0
!50734ef3	!433cfd58	[3977992601,341110149,3163572056,3641153625]	[50,-29,41,-5,-15]	[436431638,3606640696,341110149]	[-1,-41,14]	1782929216	5	2	0
!50734ef3	!433cfd58	[3977992601,341110149,3163572056,3641153625]	[50,-29,41,-5,-15]	[436431638,3606640696,341110149]	[-1,-41,14]	1782929216	5	2	0
!50734ef3	!433cfd58	[3977992601,341110149,3163572056,3641153625]	[50,-29,41,-5,-15]	[436431638,501821116,3641153625,3735193773,3562773560]	[-1,-12,20,-34,-33]	1782929225	5	\N	0
!50734ef3	!433cfd58	[3977992601,341110149,3163572056,3641153625]	[50,-29,41,-5,-15]	[436431638,501821116,3641153625,3735193773,3562773560]	[-1,-12,20,-34,-33]	1782929225	5	\N	0
!a1d75fc4	!db2f17c4	[1780406593,1130030704,3641153625]	[47,-31,-13]	[]	[]	1782929241	7	4	0
!a1d75fc4	!db2f17c4	[1780406593,1130030704,3641153625]	[47,-31,-13]	[]	[]	1782929241	7	4	0
!a1d75fc4	!db2f17c4	[1780406593,1130030704,3641153625,3163572056,341110149]	[47,-31,-13,29,42]	[]	[]	1782929247	7	2	0
!a1d75fc4	!db2f17c4	[1780406593,1130030704,3641153625,1692561267,3215555858,1771824500,3562773560]	[47,-31,-13,-32,29,-31,-1]	[]	[]	1782929247	7	\N	0
!950b01a	!433c7c48	[]	[-3,5,10,1,14]	[]	[12,2,5,5,11,-10]	1782929247	4	\N	0
!a1d75fc4	!db2f17c4	[1780406593,1130030704,3641153625,1692561267,3215555858,1771824500,3562773560]	[47,-31,-13,-32,29,-31,-1]	[]	[]	1782929247	7	\N	0
!a1d75fc4	!db2f17c4	[1780406593,1130030704,3641153625,3163572056,341110149]	[47,-31,-13,29,42]	[]	[]	1782929247	7	2	0
!950b01a	!433c7c48	[]	[-3,5,10,1,14]	[]	[12,2,5,5,11,-10]	1782929247	4	\N	0
!950b01a	!433c7c48	[1151812846,2676575955,1692076676,3663395980]	[-13,23,40,4,59]	[3663395980,1692076676,2676575955,4134198428,4054302076]	[49,11,20,21,7]	1782929248	4	1	0
!950b01a	!433c7c48	[1151812846,2676575955,1692076676,3663395980]	[-13,23,40,4,59]	[3663395980,1692076676,2676575955,4134198428,4054302076]	[49,11,20,21,7]	1782929248	4	1	0
!a1d75fc4	!8fa63a08	[4294967295,241233033]	[-128,-11]	[]	[]	1782929391	7	5	0
!a1d75fc4	!8fa63a08	[4294967295,241233033]	[-128,-11]	[]	[]	1782929391	7	5	0
!a1d75fc4	!8fa63a08	[4294967295,67543040,436431638]	[-128,-38,-45]	[]	[]	1782929392	7	4	0
!a1d75fc4	!8fa63a08	[4294967295,67543040,436431638]	[-128,-38,-45]	[]	[]	1782929392	7	4	0
!a1d75fc4	!4af2e6c3	[4294967295,3562773560]	[-128,-20]	[]	[]	1782929577	7	5	0
!a1d75fc4	!4af2e6c3	[4294967295,3562773560]	[-128,-20]	[]	[]	1782929577	7	5	0
!a1d75fc4	!4af2e6c3	[4294967295,3562773560,3215555858]	[-128,-20,41]	[]	[]	1782929577	7	4	0
!a1d75fc4	!4af2e6c3	[4294967295,3562773560,3215555858]	[-128,-20,41]	[]	[]	1782929577	7	4	0
!4af2e6c3	!a1d75fc4	[4294967295,3562773560,3215555858]	[-128,-20,41,37]	[1770367524,1692561267]	[48,-5]	1782929580	3	1	0
!4af2e6c3	!a1d75fc4	[4294967295,3562773560,3215555858]	[-128,-20,41,37]	[1770367524,1692561267]	[48,-5]	1782929580	3	1	0
!b1610d41	!912fc3d6	[4134538928]	[-26]	[]	[]	1782929580	7	7	0
!b1610d41	!912fc3d6	[4134538928]	[-26]	[]	[]	1782929580	7	7	0
!4af2e6c3	!a1d75fc4	[4294967295,3562773560,3215555858]	[-128,-20,41,37]	[1770367524,1692561267,3163572056]	[48,-5,-30]	1782929581	3	1	0
!4af2e6c3	!a1d75fc4	[4294967295,3562773560,3215555858]	[-128,-20,41,37]	[1770367524,1692561267,3163572056]	[48,-5,-30]	1782929581	3	1	0
!4af2e6c3	!a1d75fc4	[4294967295,3562773560,3215555858]	[-128,-20,41,37]	[3215555858]	[14]	1782929581	3	2	0
!4af2e6c3	!a1d75fc4	[4294967295,3562773560,3215555858]	[-128,-20,41,37]	[3215555858]	[14]	1782929581	3	2	0
!a1d75fc4	!4af2e6c3	[4294967295,3562773560,391172400,463943128,3163572056]	[-128,-20,16,42,-44]	[]	[]	1782929587	7	2	0
!a1d75fc4	!4af2e6c3	[4294967295,3562773560,391172400,463943128,3163572056]	[-128,-20,16,42,-44]	[]	[]	1782929587	7	2	0
!7af9ae9b	!433c7c48	[1151812846,2676575955]	[8,28,-2]	[2676575955,3565241848,448773514]	[-45,-39,-26]	1782929611	3	\N	0
!7af9ae9b	!433c7c48	[1151812846,2676575955]	[8,28,-2]	[2676575955,3565241848,448773514]	[-45,-39,-26]	1782929611	3	\N	0
!7af9ae9b	!433c7c48	[]	[2,7,0]	[]	[-6,11,-8]	1782929611	3	\N	0
!7af9ae9b	!433c7c48	[]	[2,7,0]	[]	[-6,11,-8]	1782929611	3	\N	0
!a459bce7	!433cfd58	[3156624959,341110149]	[16,-27,27]	[341110149]	[21]	1782929638	4	3	0
!a459bce7	!433cfd58	[3156624959,341110149]	[16,-27,27]	[341110149]	[21]	1782929638	4	3	0
!a459bce7	!433cfd58	[3156624959,341110149]	[16,-27,27]	[341110149,436431638]	[21,-44]	1782929640	4	2	0
!a459bce7	!433cfd58	[3156624959,341110149]	[16,-27,27]	[341110149,436431638]	[21,-44]	1782929640	4	2	0
!bc904758	!433cfd58	[3977992601,3606640696,341110149]	[52,31,16,41]	[]	[]	1782929678	5	5	0
!bc904758	!433cfd58	[3977992601,3606640696,341110149]	[52,31,16,41]	[]	[]	1782929679	5	5	0
!bc904758	!433cfd58	[3977992601,3606640696,341110149]	[52,31,16,41]	[1692561267,3215555858]	[-38,49]	1782929680	5	3	0
!bc904758	!433cfd58	[3977992601,3606640696,341110149]	[52,31,16,41]	[1692561267,3215555858]	[-38,49]	1782929680	5	3	0
!699be2e8	!433cfd58	[3977992601,341110149,3163572056,1692561267,3215555858]	[52,-34,31,-42,47,46]	[3605086695]	[25]	1782929849	5	4	0
!699be2e8	!433cfd58	[3977992601,341110149,3163572056,1692561267,3215555858]	[52,-34,31,-42,47,46]	[3605086695]	[25]	1782929849	5	4	0
!699be2e8	!433cfd58	[3977992601,341110149,3163572056,1692561267,3215555858]	[52,-34,31,-42,47,46]	[3605086695,3215555858]	[25,38]	1782929850	5	4	0
!699be2e8	!433cfd58	[3977992601,341110149,3163572056,1692561267,3215555858]	[52,-34,31,-42,47,46]	[3605086695,3215555858]	[25,38]	1782929850	5	4	0
!699be2e8	!433cfd58	[3977992601,341110149,3163572056,1692561267,3215555858]	[52,-34,31,-42,47,46]	[3605086695,3215555858,501821116,436431638,341110149]	[25,38,-27,-11,-42]	1782929861	5	1	0
!699be2e8	!433cfd58	[3977992601,341110149,3163572056,1692561267,3215555858]	[52,-34,31,-42,47,46]	[3605086695,3215555858,501821116,436431638,341110149]	[25,38,-27,-11,-42]	1782929861	5	1	0
!699be2e8	!433cfd58	[3977992601,341110149,3163572056,1692561267,3215555858]	[56,-34,40,-41,47,43]	[67150524,1692561267,3163572056]	[24,-7,-29]	1782929898	5	3	0
!699be2e8	!433cfd58	[3977992601,341110149,3163572056,1692561267,3215555858]	[56,-34,40,-41,47,43]	[67150524,1692561267,3163572056]	[24,-7,-29]	1782929898	5	3	0
!699be2e8	!433cfd58	[3977992601,341110149,3163572056,1692561267,3215555858]	[56,-34,40,-41,47,43]	[3215555858]	[4]	1782929899	5	4	0
!699be2e8	!433cfd58	[3977992601,341110149,3163572056,1692561267,3215555858]	[56,-34,40,-41,47,43]	[3215555858]	[4]	1782929900	5	4	0
!f670a39c	!49b5b764	[3604638128]	[-39,16]	[1731139699,4134538928]	[29,39]	1782929913	3	2	0
!f670a39c	!49b5b764	[3604638128]	[-39,16]	[1731139699,4134538928]	[29,39]	1782929913	3	2	0
!f670a39c	!49b5b764	[3604638128]	[-39,16]	[1731139699,1128104580]	[29,9]	1782929915	3	1	0
!f670a39c	!49b5b764	[3604638128]	[-39,16]	[1731139699,1128104580]	[29,9]	1782929915	3	1	0
!e17c1baf	!49b5b764	[4134577052]	[-40,-27]	[4134538928]	[41]	1782930225	3	3	0
!e17c1baf	!49b5b764	[4134577052]	[-40,-27]	[4134538928]	[41]	1782930225	3	3	0
!e17c1baf	!49b5b764	[4134577052]	[-40,-27]	[1731139699,1128104580]	[4,9]	1782930230	3	1	0
!e17c1baf	!49b5b764	[4134577052]	[-40,-27]	[1731139699,1128104580]	[4,9]	1782930230	3	1	0
!64db0a84	!433c7c48	[1151812846,2676575955]	[13,17,41]	[2676575955,3565241848,4054302076]	[19,-36,16]	1782930327	4	1	0
!64db0a84	!433c7c48	[1151812846,2676575955]	[13,17,41]	[2676575955,3565241848,4054302076]	[19,-36,16]	1782930328	4	1	0
!b1610d41	!fb0687be	[4134538928]	[-31]	[]	[]	1782930481	7	7	0
!b1610d41	!fb0687be	[4134538928]	[-31]	[]	[]	1782930481	7	7	0
!fb0687be	!b1610d41	[1731139699]	[25,38]	[4134538928]	[49]	1782930482	3	3	0
!fb0687be	!b1610d41	[1731139699]	[25,38]	[4134538928]	[49]	1782930482	3	3	0
!b1610d41	!fb0687be	[1731139699,1128104580]	[25,6]	[]	[]	1782930483	7	5	0
!b1610d41	!fb0687be	[1731139699,1128104580]	[25,6]	[]	[]	1782930483	7	5	0
!a1d75fc4	!62bd5bac	[1780406593,1130030704,2274067141]	[51,-14,-38]	[]	[]	1782930484	7	4	0
!a1d75fc4	!62bd5bac	[1780406593,1130030704,2274067141]	[51,-14,-38]	[]	[]	1782930484	7	4	0
!fb0687be	!b1610d41	[1731139699]	[25,38]	[1229427302,1731139699,1128104580]	[0,-24,4]	1782930486	3	\N	0
!fb0687be	!b1610d41	[1731139699]	[25,38]	[1229427302,1731139699,1128104580]	[0,-24,4]	1782930486	3	\N	0
!a1d75fc4	!62bd5bac	[1780406593,1130030704,2274067141,180997892]	[51,-14,-38,12]	[]	[]	1782930489	7	3	0
!a1d75fc4	!62bd5bac	[1780406593,1130030704,2274067141,180997892]	[51,-14,-38,12]	[]	[]	1782930489	7	3	0
!a1d75fc4	!62bd5bac	[1780406593,1130030704,2274067141,463615188,1692561267,3163572056]	[51,-14,-38,5,-31,-29]	[]	[]	1782930490	7	2	0
!a1d75fc4	!62bd5bac	[1780406593,1130030704,2274067141,463615188,1692561267,3163572056]	[51,-14,-38,5,-31,-29]	[]	[]	1782930491	7	2	0
!1de92ebc	!433cfd58	[3977992601,3606640696,436431638,3641153625]	[49,34,-47,6,34]	[]	[]	1782930501	5	5	0
!1de92ebc	!433cfd58	[3977992601,3606640696,436431638,3641153625]	[49,34,-47,6,34]	[]	[]	1782930501	5	5	0
!1de92ebc	!433cfd58	[3977992601,3606640696,436431638,3641153625]	[49,34,-47,6,34]	[3641153625,3163572056]	[27,30]	1782930505	5	3	0
!1de92ebc	!433cfd58	[3977992601,3606640696,436431638,3641153625]	[49,34,-47,6,34]	[3641153625,3163572056]	[27,30]	1782930505	5	3	0
!1de92ebc	!433cfd58	[3977992601,3606640696,436431638,3641153625]	[49,34,-47,6,34]	[3641153625,391172400]	[27,-20]	1782930508	5	3	0
!1de92ebc	!433cfd58	[3977992601,3606640696,436431638,3641153625]	[49,34,-47,6,34]	[3641153625,391172400]	[27,-20]	1782930508	5	3	0
!f66adc9c	!435823a0	[]	[4]	[]	[-11]	1782930790	2	\N	0
!f66adc9c	!435823a0	[]	[4]	[]	[-11]	1782930790	2	\N	0
!435823a0	!d48145f8	[4134198428,4054302076]	[37,-3]	[]	[]	1782930829	5	3	0
!435823a0	!d48145f8	[4134198428,4054302076]	[37,-3]	[]	[]	1782930829	5	3	0
!a1d75fc4	!bfa97d12	[1780406593,4134126952,3562773560]	[48,-11,-23]	[]	[]	1782930849	7	4	0
!a1d75fc4	!bfa97d12	[1780406593,4134126952,3562773560]	[48,-11,-23]	[]	[]	1782930849	7	4	0
!bfa97d12	!a1d75fc4	[1780406593,4134126952,3562773560,3691266497,1129746596]	[48,-11,-23,3,3,33]	[]	[]	1782930918	7	7	0
!bfa97d12	!a1d75fc4	[1780406593,4134126952,3562773560,3691266497,1129746596]	[48,-11,-23,3,3,33]	[]	[]	1782930918	7	7	0
