source_node_id	dest_node_id	route	snr_towards	route_back	snr_back	ts	hop_start	hop_limit	request_id
!2bbe7f39	!a6da27e5	[4013217441,3163572056,3641153625,1692561267,1239321485]	[48,44,10,-18,-16,43]	[1692561267,3163572056]	[-45,-37]	1782765770	5	4	0
!b1610d41	!433f0fe8	[1548600466]	[58]	[]	[]	1782765781	7	7	0
!b1610d41	!433f0fe8	[1548600466]	[58]	[]	[]	1782765781	7	7	0
!b1610d41	!433f0fe8	[1731139699,4134538928]	[27,43]	[]	[]	1782765782	7	6	0
!b1610d41	!433f0fe8	[1731139699,4134538928]	[27,43]	[]	[]	1782765782	7	6	0
!b1610d41	!433f0fe8	[4223331939]	[51]	[]	[]	1782765782	7	7	0
!b1610d41	!433f0fe8	[4223331939]	[51]	[]	[]	1782765783	7	7	0
!b1610d41	!433f0fe8	[3783007151,2323964937,70044471,1725113834]	[43,-16,47,-33]	[]	[]	1782765789	7	6	0
!b1610d41	!433f0fe8	[3783007151,2323964937,70044471,1725113834]	[43,-16,47,-33]	[]	[]	1782765789	7	6	0
!950b01a	!433c7bf0	[843503801,2925118040,2676575955,1692076676,3663395980]	[46,31,-20,8,6,55]	[3663395980,1692076676,2676575955,4134198428,48596208]	[51,12,15,39,44]	1782765894	5	2	0
!950b01a	!433c7bf0	[843503801,2925118040,2676575955,1692076676,3663395980]	[46,31,-20,8,6,55]	[3663395980,1692076676,2676575955,4134198428,48596208]	[51,12,15,39,44]	1782765894	5	2	0
!db2ac884	!a6da27e5	[3163572056,3641153625,1692561267]	[-26,22,-26,-26]	[1239321485,733904697,1692561267]	[-33,44,-39]	1782765936	4	1	0
!db2ac884	!a6da27e5	[3163572056,3641153625,1692561267]	[-26,22,-26,-26]	[1239321485,733904697,1692561267]	[-33,44,-39]	1782765936	4	1	0
!db2ac884	!a6da27e5	[3163572056,3641153625,1692561267]	[-26,22,-26,-26]	[1239321485,733904697,1692561267,3163572056]	[-33,44,-39,-34]	1782765937	4	1	0
!db2ac884	!a6da27e5	[3163572056,3641153625,1692561267]	[-26,22,-26,-26]	[1239321485,733904697,1692561267,3163572056]	[-33,44,-39,-34]	1782765937	4	1	0
!f66bb530	!a6962248	[666455000,4134198428]	[49,11,1]	[300698854,3565241848]	[-20,33]	1782766022	3	1	0
!f66bb530	!a6962248	[666455000,4134198428]	[49,11,1]	[300698854,3565241848]	[-20,33]	1782766022	3	1	0
!a1d75fc4	!a49cbdaf	[1780406593,4134126952,241233033,1692561267,3163572056]	[52,-20,-22,24,-41]	[]	[]	1782766132	7	3	0
!a1d75fc4	!a49cbdaf	[1780406593,4134126952,241233033,1692561267,3163572056]	[52,-20,-22,24,-41]	[]	[]	1782766132	7	3	0
!a1d75fc4	!a49cbdaf	[1780406593,4134126952,241233033,2658580024,1130030704,2274067141]	[52,-20,-22,-22,-33,-28]	[]	[]	1782766134	7	1	0
!a1d75fc4	!a49cbdaf	[1780406593,4134126952,241233033,2658580024,1130030704,2274067141]	[52,-20,-22,-22,-33,-28]	[]	[]	1782766135	7	1	0
!a1d75fc4	!dea288ad	[1780406593,2658580024,2274067141]	[53,-28,-43]	[]	[]	1782766310	7	4	0
!a1d75fc4	!dea288ad	[1780406593,2658580024,2274067141]	[53,-28,-43]	[]	[]	1782766310	7	4	0
!1454ed85	!349fe479	[]	[51]	[]	[]	1782766645	2	2	0
!1454ed85	!349fe479	[]	[51]	[]	[]	1782766645	2	2	0
!b1610d41	!a457ddcd	[1548600466]	[57]	[]	[]	1782766682	7	7	0
!b1610d41	!a457ddcd	[4223331939]	[52]	[]	[]	1782766682	7	7	0
!b1610d41	!a457ddcd	[1548600466]	[57]	[]	[]	1782766682	7	7	0
!b1610d41	!a457ddcd	[4223331939]	[52]	[]	[]	1782766682	7	7	0
!b1610d41	!a457ddcd	[3783007151,4134538928]	[-3,45]	[]	[]	1782766683	7	6	0
!b1610d41	!a457ddcd	[3783007151,4134538928]	[-3,45]	[]	[]	1782766683	7	6	0
!b1610d41	!a457ddcd	[3783007151,2323964937]	[-3,-15]	[]	[]	1782766684	7	6	0
!b1610d41	!a457ddcd	[3783007151,2323964937]	[-3,-15]	[]	[]	1782766684	7	6	0
!a1d75fc4	!4677cab	[1780406593,4134126952,3605086695,1692561267]	[53,-26,23,-42]	[]	[]	1782766687	7	3	0
!a1d75fc4	!4677cab	[1780406593,4134126952,3605086695,1692561267]	[53,-26,23,-42]	[]	[]	1782766687	7	3	0
!a457ddcd	!b1610d41	[3783007151,2323964937,1128127896]	[-3,-15,-24,47]	[70044471,1725113834]	[-34,-31]	1782766695	3	2	0
!a457ddcd	!b1610d41	[3783007151,2323964937,1128127896]	[-3,-15,-24,47]	[70044471,1725113834]	[-34,-31]	1782766695	3	2	0
!a457ddcd	!b1610d41	[3783007151,2323964937,1128127896]	[-3,-15,-24,47]	[70044471,2323964937]	[-34,2]	1782766695	3	2	0
!a457ddcd	!b1610d41	[3783007151,2323964937,1128127896]	[-3,-15,-24,47]	[70044471,2323964937]	[-34,2]	1782766695	3	2	0
!a457ddcd	!b1610d41	[3783007151,2323964937,1128127896]	[-3,-15,-24,47]	[70044471,2323964937,3783007151,4134538928]	[-34,2,-27,42]	1782766697	3	1	0
!a457ddcd	!b1610d41	[3783007151,2323964937,1128127896]	[-3,-15,-24,47]	[70044471,2323964937,3783007151,4134538928]	[-34,2,-27,42]	1782766697	3	1	0
!1454ed85	!349fe479	[]	[55]	[]	[]	1782766747	2	2	0
!1454ed85	!349fe479	[]	[55]	[]	[]	1782766747	2	2	0
!a1d75fc4	!1a6b9987	[1780406593,1130030704,2274067141]	[53,-4,-21]	[]	[]	1782766856	7	4	0
!a1d75fc4	!1a6b9987	[1780406593,1130030704,2274067141]	[53,-4,-21]	[]	[]	1782766856	7	4	0
!a1d75fc4	!1a6b9987	[1780406593,4134126952,67543040,4294967295,1692561267,3163572056]	[53,-39,-37,-128,39,-38]	[]	[]	1782766859	7	2	0
!a1d75fc4	!1a6b9987	[1780406593,4134126952,67543040,4294967295,1692561267,3163572056]	[53,-39,-37,-128,39,-38]	[]	[]	1782766859	7	2	0
!a1d75fc4	!909ec090	[1780406593,1130030704,2274067141]	[53,-34,-37]	[]	[]	1782767044	7	4	0
!a1d75fc4	!909ec090	[1780406593,1130030704,2274067141]	[53,-34,-37]	[]	[]	1782767044	7	4	0
!a1d75fc4	!909ec090	[1780406593,4134126952,67543040,4294967295,1692561267,3163572056]	[53,-20,-23,-128,40,-39]	[]	[]	1782767048	7	2	0
!a1d75fc4	!909ec090	[1780406593,4134126952,67543040,4294967295,1692561267,3163572056]	[53,-20,-23,-128,40,-39]	[]	[]	1782767048	7	2	0
!a1d75fc4	!2e7e858	[1780406593,1130030704,2274067141]	[53,-23,-33]	[]	[]	1782767221	7	4	0
!a1d75fc4	!2e7e858	[1780406593,1130030704,2274067141]	[53,-23,-33]	[]	[]	1782767221	7	4	0
!a1d75fc4	!2e7e858	[1780406593,4134126952,241233033,1692561267,3163572056]	[53,-41,-26,24,-37]	[]	[]	1782767225	7	3	0
!a1d75fc4	!2e7e858	[1780406593,4134126952,241233033,1692561267,3163572056]	[53,-41,-26,24,-37]	[]	[]	1782767225	7	3	0
!a1d75fc4	!dc0441c1	[1780406593,2658580024,2274067141]	[52,-36,-37]	[]	[]	1782767393	7	4	0
!a1d75fc4	!dc0441c1	[1780406593,2658580024,2274067141]	[52,-36,-37]	[]	[]	1782767393	7	4	0
!a1d75fc4	!dc0441c1	[1780406593,2658580024,2274067141,463615188,4294967295,1692561267,3163572056]	[52,-36,-37,9,-128,43,-35]	[]	[]	1782767398	7	1	0
!a1d75fc4	!dc0441c1	[1780406593,2658580024,2274067141,463615188,4294967295,1692561267,3163572056]	[52,-36,-37,9,-128,43,-35]	[]	[]	1782767398	7	1	0
!dc0441c1	!a1d75fc4	[1780406593,2658580024,2274067141,463615188,4294967295,1130026144]	[52,-36,-37,9,-128,-36,-7]	[48991868,3215555858]	[21,17]	1782767402	6	4	0
!dc0441c1	!a1d75fc4	[1780406593,2658580024,2274067141,463615188,4294967295,1130026144]	[52,-36,-37,9,-128,-36,-7]	[48991868,3215555858]	[21,17]	1782767402	6	4	0
!64e26f73	!a6da27e5	[3163572056,3641153625]	[-7,11,-20]	[3215555858]	[50]	1782767430	4	3	0
!64e26f73	!a6da27e5	[3163572056,3641153625]	[-7,11,-20]	[3215555858]	[50]	1782767430	4	3	0
!64e26f73	!a6da27e5	[3163572056,3641153625]	[-7,11,-20]	[3163572056]	[-36]	1782767430	4	3	0
!64e26f73	!a6da27e5	[3163572056,3641153625]	[-7,11,-20]	[3163572056]	[-36]	1782767430	4	3	0
!b1610d41	!6c37a441	[1548600466]	[56]	[]	[]	1782767581	7	7	0
!b1610d41	!6c37a441	[1548600466]	[56]	[]	[]	1782767581	7	7	0
!b1610d41	!6c37a441	[4223331939]	[54]	[]	[]	1782767582	7	7	0
!b1610d41	!6c37a441	[1731139699,4134538928]	[24,47]	[]	[]	1782767582	7	6	0
!b1610d41	!6c37a441	[1731139699,4134538928]	[24,47]	[]	[]	1782767582	7	6	0
!b1610d41	!6c37a441	[4223331939]	[54]	[]	[]	1782767582	7	7	0
!b1610d41	!6c37a441	[3783007151,2323964937,70044471,1725113834]	[-4,-18,47,-36]	[]	[]	1782767615	7	6	0
!b1610d41	!6c37a441	[3783007151,2323964937,70044471,1725113834]	[-4,-18,47,-36]	[]	[]	1782767616	7	6	0
!a459bce7	!433cfd58	[3156624959,341110149]	[-44,-20,27]	[341110149]	[24]	1782767638	4	3	0
!a459bce7	!433cfd58	[3156624959,341110149]	[-44,-20,27]	[341110149]	[24]	1782767638	4	3	0
!a459bce7	!433cfd58	[3156624959,341110149]	[-44,-20,27]	[341110149,3163572056,3641153625]	[24,41,20]	1782767641	4	1	0
!a459bce7	!433cfd58	[3156624959,341110149]	[-44,-20,27]	[341110149,3163572056,3641153625]	[24,41,20]	1782767641	4	1	0
!1454ed85	!433cfd58	[3156624959]	[-14,-37]	[]	[]	1782767776	3	3	0
!1454ed85	!433cfd58	[3156624959]	[-14,-37]	[]	[]	1782767776	3	3	0
!1454ed85	!433cfd58	[3156624959]	[-14,-37]	[436431638]	[-47]	1782767778	3	2	0
!1454ed85	!433cfd58	[3156624959]	[-14,-37]	[436431638]	[-47]	1782767778	3	2	0
!64e26f73	!a6da27e5	[3163572056,3641153625]	[-33,28,-29]	[3215555858]	[-6]	1782767817	4	3	0
!64e26f73	!a6da27e5	[3163572056,3641153625]	[-33,28,-29]	[3215555858]	[-6]	1782767817	4	3	0
!64e26f73	!a6da27e5	[3163572056,3641153625]	[-33,28,-29]	[3163572056]	[-32]	1782767817	4	3	0
!64e26f73	!a6da27e5	[3163572056,3641153625]	[-33,28,-29]	[3163572056]	[-32]	1782767817	4	3	0
!1454ed85	!433cfd58	[3156624959]	[5,-27]	[3156624959]	[-31]	1782767831	3	2	0
!1454ed85	!433cfd58	[3156624959]	[5,-27]	[3156624959]	[-31]	1782767831	3	2	0
!a1d75fc4	!1ba735d8	[1780406593,1130030704,2274067141]	[54,-23,-34]	[]	[]	1782767932	7	4	0
!a1d75fc4	!1ba735d8	[1780406593,1130030704,2274067141]	[54,-23,-34]	[]	[]	1782767932	7	4	0
!a1d75fc4	!1ba735d8	[1780406593,1130030704,2274067141,2956853352,1692561267,3163572056]	[54,-23,-34,-5,-36,-35]	[]	[]	1782767940	7	2	0
!a1d75fc4	!1ba735d8	[1780406593,1130030704,2274067141,2956853352,1692561267,3163572056]	[54,-23,-34,-5,-36,-35]	[]	[]	1782767940	7	2	0
!d9079859	!433cfd58	[3977992601,341110149,3163572056]	[52,-21,40,28]	[]	[]	1782768061	3	3	0
!d9079859	!433cfd58	[3977992601,341110149,3163572056]	[52,-21,40,28]	[]	[]	1782768061	3	3	0
!d9079859	!433cfd58	[3977992601,341110149,3163572056]	[52,-21,40,28]	[3156624959,341110149]	[-25,-26]	1782768063	3	1	0
!d9079859	!433cfd58	[3977992601,341110149,3163572056]	[52,-21,40,28]	[3156624959,341110149]	[-25,-26]	1782768063	3	1	0
!d9079859	!433cfd58	[3977992601,341110149,3163572056]	[49,-18,41,14]	[]	[]	1782768114	3	3	0
!d9079859	!433cfd58	[3977992601,341110149,3163572056]	[49,-18,41,14]	[]	[]	1782768114	3	3	0
!d9079859	!433cfd58	[3977992601,341110149,3163572056]	[49,-18,41,14]	[3156624959,341110149]	[-26,-18]	1782768116	3	1	0
!d9079859	!433cfd58	[3977992601,341110149,3163572056]	[49,-18,41,14]	[3156624959,341110149]	[-26,-18]	1782768116	3	1	0
!a1d75fc4	!1f12a430	[1780406593,391172400,2956853352,436431638]	[52,-49,36,36]	[]	[]	1782768134	7	3	0
!a1d75fc4	!1f12a430	[1780406593,391172400,2956853352,436431638]	[52,-49,36,36]	[]	[]	1782768134	7	3	0
!a1d75fc4	!1f12a430	[1780406593,391172400,2956853352,1692561267,3163572056]	[52,-49,36,-39,-33]	[]	[]	1782768135	7	3	0
!a1d75fc4	!1f12a430	[1780406593,391172400,2956853352,1692561267,3163572056]	[52,-49,36,-39,-33]	[]	[]	1782768135	7	3	0
!699be2e8	!d3d8ac79	[3006403803,48991868,3562773560]	[54,-5,-24,18]	[463946688,3358582592,4294967295,391172400,2274067141]	[10,7,-128,13,-21]	1782768211	5	\N	0
!699be2e8	!d3d8ac79	[3006403803,48991868,3562773560]	[54,-5,-24,18]	[463946688,3358582592,4294967295,391172400,2274067141]	[10,7,-128,13,-21]	1782768211	5	\N	0
!c883b6f9	!a6da27e5	[3163572056]	[-20,-49]	[341110149]	[50]	1782768263	3	2	0
!c883b6f9	!a6da27e5	[3163572056]	[-20,-49]	[341110149]	[50]	1782768263	3	2	0
!c883b6f9	!a6da27e5	[3163572056]	[-20,-49]	[341110149,3163572056,3641153625]	[50,38,26]	1782768265	3	\N	0
!c883b6f9	!a6da27e5	[3163572056]	[-20,-49]	[341110149,3163572056,3641153625]	[50,38,26]	1782768265	3	\N	0
!a1d75fc4	!bba67c9f	[1780406593,1130030704,3641153625]	[54,-37,-16]	[]	[]	1782768287	7	4	0
!a1d75fc4	!bba67c9f	[1780406593,1130030704,3641153625]	[54,-37,-16]	[]	[]	1782768287	7	4	0
!a1d75fc4	!bba67c9f	[1780406593,1130030704,3641153625,3163572056]	[54,-37,-16,31]	[]	[]	1782768288	7	3	0
!a1d75fc4	!bba67c9f	[1780406593,1130030704,3641153625,3163572056]	[54,-37,-16,31]	[]	[]	1782768288	7	3	0
!b1610d41	!ad8298cc	[4134538928]	[-35]	[]	[]	1782768482	7	7	0
!b1610d41	!ad8298cc	[4134538928]	[-35]	[]	[]	1782768482	7	7	0
!b1610d41	!ad8298cc	[1548600466]	[59]	[]	[]	1782768482	7	7	0
!b1610d41	!ad8298cc	[1548600466]	[59]	[]	[]	1782768482	7	7	0
!b1610d41	!ad8298cc	[4223331939]	[45]	[]	[]	1782768483	7	7	0
!b1610d41	!ad8298cc	[4223331939]	[45]	[]	[]	1782768483	7	7	0
!b1610d41	!ad8298cc	[3783007151,2323964937]	[-12,-20]	[]	[]	1782768484	7	6	0
!b1610d41	!ad8298cc	[3783007151,2323964937]	[-12,-20]	[]	[]	1782768484	7	6	0
!b1610d41	!ad8298cc	[3783007151,2323964937,70044471,1725113834]	[-12,-20,46,-37]	[]	[]	1782768494	7	6	0
!b1610d41	!ad8298cc	[3783007151,2323964937,70044471,1725113834]	[-12,-20,46,-37]	[]	[]	1782768494	7	6	0
!64e26f73	!433cfd58	[3977992601,341110149,436431638,2956853352]	[49,-16,-38,39,-27]	[2956853352,3641153625]	[-21,35]	1782768590	4	2	0
!64e26f73	!433cfd58	[3977992601,341110149,436431638,2956853352]	[49,-16,-38,39,-27]	[2956853352,3641153625]	[-21,35]	1782768590	4	2	0
!64e26f73	!433cfd58	[3977992601,341110149,436431638,2956853352]	[49,-16,-38,39,-27]	[2956853352,3641153625,3163572056]	[-21,35,30]	1782768592	4	1	0
!64e26f73	!433cfd58	[3977992601,341110149,436431638,2956853352]	[49,-16,-38,39,-27]	[2956853352,3641153625,3163572056]	[-21,35,30]	1782768592	4	1	0
!a1d75fc4	!67f6fe46	[1780406593,2658580024]	[54,-41]	[]	[]	1782768654	7	5	0
!a1d75fc4	!67f6fe46	[1780406593,2658580024]	[54,-41]	[]	[]	1782768655	7	5	0
!a1d75fc4	!67f6fe46	[1780406593,2658580024,501821116,436431638,341110149]	[54,-41,-44,-7,-38]	[]	[]	1782768666	7	2	0
!a1d75fc4	!67f6fe46	[1780406593,2658580024,501821116,436431638,341110149]	[54,-41,-44,-7,-38]	[]	[]	1782768666	7	2	0
!1454ed85	!433cfd58	[3977992601]	[54,-20]	[]	[]	1782768692	3	3	0
!1454ed85	!433cfd58	[3977992601]	[54,-20]	[]	[]	1782768692	3	3	0
!bc904758	!433cfd58	[3977992601,341110149]	[48,-23,39]	[]	[]	1782768745	4	4	0
!bc904758	!433cfd58	[3977992601,341110149]	[48,-23,39]	[]	[]	1782768745	4	4	0
!bc904758	!433cfd58	[3977992601,341110149]	[48,-23,39]	[3641153625]	[15]	1782768753	4	3	0
!bc904758	!433cfd58	[3977992601,341110149]	[48,-23,39]	[3641153625]	[15]	1782768753	4	3	0
!a1d75fc4	!c82fe740	[1780406593,1130030704,2274067141]	[54,-37,-34]	[]	[]	1782768828	7	4	0
!a1d75fc4	!c82fe740	[1780406593,1130030704,2274067141]	[54,-37,-34]	[]	[]	1782768828	7	4	0
!a1d75fc4	!c82fe740	[1780406593,1130030704,2274067141,3215555858,1692561267,3163572056]	[54,-37,-34,-9,47,-32]	[]	[]	1782768838	7	2	0
!a1d75fc4	!c82fe740	[1780406593,1130030704,2274067141,3215555858,1692561267,3163572056]	[54,-37,-34,-9,47,-32]	[]	[]	1782768838	7	2	0
!a1d75fc4	!db29dd48	[1780406593,4134126952,4294967295,2658580024,2274067141]	[52,-41,-128,-42,-40]	[]	[]	1782769008	7	2	0
!a1d75fc4	!db29dd48	[1780406593,4134126952,4294967295,2658580024,2274067141]	[52,-41,-128,-42,-40]	[]	[]	1782769008	7	2	0
!a1d75fc4	!db29dd48	[1780406593,4134126952,4294967295,1692561267,3163572056]	[52,-41,-128,32,-35]	[]	[]	1782769009	7	3	0
!a1d75fc4	!db29dd48	[1780406593,4134126952,4294967295,1692561267,3163572056]	[52,-41,-128,32,-35]	[]	[]	1782769009	7	3	0
!a1d75fc4	!699be574	[1780406593,1130030704,2274067141]	[54,-42,-39]	[]	[]	1782769373	7	4	0
!a1d75fc4	!699be574	[1780406593,1130030704,2274067141]	[54,-42,-39]	[]	[]	1782769373	7	4	0
!a1d75fc4	!699be574	[1780406593,1771823848,3215555858,1692561267,3163572056]	[54,-37,27,52,-31]	[]	[]	1782769375	7	3	0
!a1d75fc4	!699be574	[1780406593,1771823848,3215555858,1692561267,3163572056]	[54,-37,27,52,-31]	[]	[]	1782769375	7	3	0
!b1610d41	!1ba5ae00	[4134538928]	[-36]	[]	[]	1782769381	7	7	0
!b1610d41	!1ba5ae00	[4134538928]	[-36]	[]	[]	1782769381	7	7	0
!1ba5ae00	!b1610d41	[4134538928]	[-36,0]	[]	[]	1782769381	2	2	0
!1ba5ae00	!b1610d41	[4134538928]	[-36,0]	[]	[]	1782769381	2	2	0
!b1610d41	!1ba5ae00	[1548600466]	[60]	[]	[]	1782769381	7	7	0
!b1610d41	!1ba5ae00	[4223331939]	[43]	[]	[]	1782769381	7	7	0
!b1610d41	!1ba5ae00	[1548600466]	[60]	[]	[]	1782769381	7	7	0
!b1610d41	!1ba5ae00	[4223331939]	[43]	[]	[]	1782769381	7	7	0
!b1610d41	!1ba5ae00	[3783007151,2323964937]	[-1,-11]	[]	[]	1782769382	7	6	0
!b1610d41	!1ba5ae00	[3783007151,2323964937]	[-1,-11]	[]	[]	1782769382	7	6	0
!1ba5ae00	!b1610d41	[4134538928]	[-36,0]	[]	[]	1782769394	2	2	0
!1ba5ae00	!b1610d41	[4134538928]	[-36,0]	[]	[]	1782769394	2	2	0
!b1610d41	!1ba5ae00	[3783007151,2323964937,70044471,1725113834]	[-1,-11,46,-35]	[]	[]	1782769395	7	6	0
!b1610d41	!1ba5ae00	[3783007151,2323964937,70044471,1725113834]	[-1,-11,46,-35]	[]	[]	1782769395	7	6	0
!1ba5ae00	!b1610d41	[4134538928]	[-36,0]	[]	[]	1782769401	2	2	0
!1ba5ae00	!b1610d41	[4134538928]	[-36,0]	[]	[]	1782769401	2	2	0
!64e26f73	!a6da27e5	[3163572056]	[-16,-47]	[3163572056]	[-33]	1782769499	3	2	0
!64e26f73	!a6da27e5	[3163572056]	[-16,-47]	[3163572056]	[-33]	1782769499	3	2	0
!64e26f73	!a6da27e5	[3163572056]	[-16,-47]	[3215555858]	[31]	1782769499	3	2	0
!64e26f73	!a6da27e5	[3163572056]	[-16,-47]	[3215555858]	[31]	1782769499	3	2	0
!a1d75fc4	!699b11f0	[1780406593,1130030704,2658580024,2274067141]	[55,-24,-21,-40]	[]	[]	1782769545	7	3	0
!a1d75fc4	!699b11f0	[1780406593,1130030704,2658580024,2274067141]	[55,-24,-21,-40]	[]	[]	1782769545	7	3	0
!a1d75fc4	!699b11f0	[1780406593,4134126952,1771823848,4294967295,1692561267,3163572056]	[55,-20,44,-128,38,-36]	[]	[]	1782769547	7	2	0
!a1d75fc4	!699b11f0	[1780406593,4134126952,1771823848,4294967295,1692561267,3163572056]	[55,-20,44,-128,38,-36]	[]	[]	1782769547	7	2	0
!699b11f0	!a1d75fc4	[1780406593,4134126952,1771823848]	[55,-20,44,-12]	[1660481172,3691266497,241233033,3215555858]	[-38,-31,-18,33]	1782769552	4	\N	0
!699b11f0	!a1d75fc4	[1780406593,4134126952,1771823848]	[55,-20,44,-12]	[1660481172,3691266497,241233033,3215555858]	[-38,-31,-18,33]	1782769552	4	\N	0
!d6e141e7	!4358e164	[]	[-23]	[436431638]	[-38]	1782769678	2	1	0
!d6e141e7	!4358e164	[]	[-23]	[436431638]	[-38]	1782769678	2	1	0
!d6e141e7	!4358e164	[]	[-23]	[1692561267,3163572056]	[-35,-33]	1782769678	2	1	0
!d6e141e7	!4358e164	[]	[-23]	[1692561267,3163572056]	[-35,-33]	1782769679	2	1	0
!1de92ebc	!349fe479	[]	[0]	[]	[]	1782769762	2	2	0
!1de92ebc	!349fe479	[]	[0]	[]	[]	1782769762	2	2	0
!1de92ebc	!349fe479	[]	[0]	[]	[]	1782769763	2	2	0
!1de92ebc	!349fe479	[]	[0]	[]	[]	1782769763	2	2	0
!bfa97d12	!a6da27e5	[3163572056,341110149,436431638,3605086695]	[-5,43,-44,-38,32]	[1692561267,3163572056]	[49,-36]	1782769873	6	5	0
!bfa97d12	!a6da27e5	[3163572056,341110149,436431638,3605086695]	[-5,43,-44,-38,32]	[1692561267,3163572056]	[49,-36]	1782769873	6	5	0
!bfa97d12	!a6da27e5	[3163572056,341110149,436431638,3605086695]	[-5,43,-44,-38,32]	[1692561267,463615188,2274067141]	[49,-46,-14]	1782769876	6	3	0
!bfa97d12	!a6da27e5	[3163572056,341110149,436431638,3605086695]	[-5,43,-44,-38,32]	[1692561267,463615188,2274067141]	[49,-46,-14]	1782769876	6	3	0
!a1d75fc4	!1de91c78	[1780406593,1130030704,2274067141]	[54,-25,-30]	[]	[]	1782769909	7	4	0
!a1d75fc4	!1de91c78	[1780406593,1130030704,2274067141]	[54,-25,-30]	[]	[]	1782769909	7	4	0
!1de92ebc	!349fe479	[]	[0]	[]	[]	1782770174	2	2	0
!1de92ebc	!349fe479	[]	[0]	[]	[]	1782770174	2	2	0
!1de92ebc	!349fe479	[]	[0]	[]	[]	1782770174	2	2	0
!1de92ebc	!349fe479	[]	[0]	[]	[]	1782770174	2	2	0
!b1610d41	!e5e047a9	[1731139699,4134538928]	[28,42]	[]	[]	1782770282	7	6	0
!b1610d41	!e5e047a9	[1731139699,4134538928]	[28,42]	[]	[]	1782770282	7	6	0
!b1610d41	!e5e047a9	[4223331939]	[33]	[]	[]	1782770282	7	7	0
!b1610d41	!e5e047a9	[4223331939]	[33]	[]	[]	1782770282	7	7	0
!b1610d41	!e5e047a9	[3783007151,2323964937,70044471,1725113834]	[8,-19,46,-39]	[]	[]	1782770289	7	6	0
!b1610d41	!e5e047a9	[3783007151,2323964937,70044471,1725113834]	[8,-19,46,-39]	[]	[]	1782770289	7	6	0
!a1d75fc4	!10a406ad	[1780406593,1771823848,3215555858]	[52,-36,-1]	[]	[]	1782770289	7	4	0
!a1d75fc4	!10a406ad	[1780406593,1771823848,3215555858]	[52,-36,-1]	[]	[]	1782770289	7	4	0
!a1d75fc4	!10a406ad	[1780406593,1771823848,3215555858,1692561267,3163572056]	[52,-36,-1,51,-33]	[]	[]	1782770291	7	3	0
!a1d75fc4	!10a406ad	[1780406593,1771823848,3215555858,1692561267,3163572056]	[52,-36,-1,51,-33]	[]	[]	1782770291	7	3	0
!349fe479	!b03e0068	[4294967295,3163572056,1692561267]	[-128,31,-49]	[]	[]	1782770392	5	2	0
!349fe479	!b03e0068	[4294967295,3163572056,1692561267]	[-128,31,-49]	[]	[]	1782770392	5	2	0
!a1d75fc4	!2eb8e7c	[1780406593,2658580024,2274067141]	[53,-31,-40]	[]	[]	1782770449	7	4	0
!a1d75fc4	!2eb8e7c	[1780406593,2658580024,2274067141]	[53,-31,-40]	[]	[]	1782770449	7	4	0
!a1d75fc4	!2eb8e7c	[1780406593,2658580024,2274067141,463615188,1692561267,3163572056]	[53,-31,-40,10,-32,-36]	[]	[]	1782770453	7	2	0
!a1d75fc4	!2eb8e7c	[1780406593,2658580024,2274067141,463615188,1692561267,3163572056]	[53,-31,-40,10,-32,-36]	[]	[]	1782770453	7	2	0
!d9079859	!433cfd58	[3977992601,341110149,3163572056]	[48,-39,41,27]	[]	[]	1782770484	3	3	0
!d9079859	!433cfd58	[3977992601,341110149,3163572056]	[48,-39,41,27]	[]	[]	1782770484	3	3	0
!d9079859	!433cfd58	[3977992601,341110149,3163572056]	[48,-39,41,27]	[1692561267,3163572056]	[-21,-45]	1782770489	3	2	0
!d9079859	!433cfd58	[3977992601,341110149,3163572056]	[48,-39,41,27]	[1692561267,3163572056]	[-21,-45]	1782770489	3	2	0
!349fe479	!85d2fa9e	[501816440,3163572056,3641153625]	[51,17,26]	[]	[]	1782770510	5	2	0
!349fe479	!85d2fa9e	[501816440,3163572056,3641153625]	[51,17,26]	[]	[]	1782770510	5	2	0
!699b11f0	!1ba743c0	[1771823848]	[-30]	[]	[]	1782770530	7	6	0
!699b11f0	!1ba743c0	[1771823848]	[-30]	[]	[]	1782770530	7	6	0
!699b11f0	!1ba743c0	[1771823848,4294967295,1692561267,3163572056]	[-30,-128,42,-34]	[]	[]	1782770532	7	4	0
!699b11f0	!1ba743c0	[1771823848,4294967295,1692561267,3163572056]	[-30,-128,42,-34]	[]	[]	1782770532	7	4	0
!349fe479	!64e26f73	[4294967295,3163572056,3641153625]	[-128,38,25]	[]	[]	1782770799	5	2	0
!349fe479	!64e26f73	[4294967295,3163572056,3641153625]	[-128,38,25]	[]	[]	1782770799	5	2	0
!699be2e8	!a1d75fc4	[1780406593,4134126952]	[53,-31,20]	[391172400]	[-15]	1782770813	4	3	0
!699be2e8	!a1d75fc4	[1780406593,4134126952]	[53,-31,20]	[391172400]	[-15]	1782770813	4	3	0
!699be2e8	!a1d75fc4	[1780406593,4134126952]	[53,-31,20]	[463943128,1692561267,3163572056]	[-16,-20,-33]	1782770815	4	2	0
!699be2e8	!a1d75fc4	[1780406593,4134126952]	[53,-31,20]	[463943128,1692561267,3163572056]	[-16,-20,-33]	1782770815	4	2	0
