"src","dst","heardCount","snrAvg","lastSeen"
"""!8125194""","""!d45b9c38""","2","-40","""2026-06-30T19:05:58.967386627Z"""
"""!4c5a728""","""!bc904758""","4","-33","""2026-07-03T21:06:48.067613757Z"""
"""!4063ec8""","""!407de14""","2","-32","""2026-07-03T06:45:56.050789701Z"""
"""!4063ec8""","""!de02e496""","1","-1","""2026-06-27T14:05:50.13558106Z"""
"""!4063ec8""","""!27b94bd8""","2","50","""2026-07-02T23:27:07.398079552Z"""
"""!4063ec8""","""!3246d8b9""","2","51","""2026-06-28T19:26:49.567919604Z"""
"""!4063ec8""","""!433c7c48""","6","5.66667","""2026-07-03T18:52:34.387730106Z"""
"""!4063ec8""","""!44a744ee""","5","24.4","""2026-06-30T18:52:32.048021745Z"""
"""!4063ec8""","""!da7e6915""","1","-46","""2026-06-27T14:03:00.755685753Z"""
"""!5bffe1e""","""!3246d8b9""","1","41","""2026-06-27T15:14:16.153436687Z"""
"""!5bffe1e""","""!f66adc9c""","1","-40","""2026-06-28T10:59:06.385107134Z"""
"""!2eb8e7c""","""!699be574""","2","53","""2026-07-03T13:58:41.068684223Z"""
"""!2eb8e7c""","""!1f12a430""","6","43","""2026-07-02T04:09:41.714128934Z"""
"""!2eb8e7c""","""!f669c568""","4","-45","""2026-07-02T22:05:18.175616034Z"""
"""!2eb8e7c""","""!435690a4""","2","-20","""2026-06-30T14:20:15.363277078Z"""
"""!2eb8e7c""","""!699be2e8""","2","-41","""2026-07-01T10:11:46.538470879Z"""
"""!2eb8e7c""","""!64e26f73""","6","10","""2026-07-01T02:12:17.876586743Z"""
"""!2eb8e7c""","""!bfa97d12""","38","12.2632","""2026-07-04T06:33:00.355732294Z"""
"""!2eb8e7c""","""!699b11f0""","4","3.5","""2026-07-02T03:17:18.82834741Z"""
"""!2eb8e7c""","""!4358e164""","2","-6","""2026-06-29T04:18:09.851169166Z"""
"""!2eb8e7c""","""!a1d75fc4""","4","10.5","""2026-07-01T22:04:55.718014227Z"""
"""!2eb8e7c""","""!6a1ed941""","48","47.1667","""2026-07-04T04:13:11.959105844Z"""
"""!2eb8e7c""","""!406c77c""","2","10","""2026-07-02T04:09:35.020888635Z"""
"""!2eb8e7c""","""!d45b9c38""","4","-33","""2026-06-30T19:07:21.17882782Z"""
"""!2eb8e7c""","""!6985aa24""","4","-15","""2026-07-02T02:15:21.66391263Z"""
"""!2eb8e7c""","""!bc26463f""","2","-9","""2026-07-03T01:44:54.410870916Z"""
"""!4c582fc""","""!b03e0068""","2","34","""2026-06-27T14:55:14.926728189Z"""
"""!4c582fc""","""!1f12a430""","4","54","""2026-06-28T13:23:44.293614918Z"""
"""!43a92a8""","""!f669c568""","4","-43","""2026-06-30T12:45:57.633076456Z"""
"""!43a92a8""","""!1f12a430""","4","40","""2026-07-02T02:49:28.794578549Z"""
"""!43a92a8""","""!bfa97d12""","2","52","""2026-06-28T02:33:32.621013242Z"""
"""!43a92a8""","""!1ba234d4""","4","-43","""2026-07-03T07:17:54.57836278Z"""
"""!43a92a8""","""!ed1b5999""","4","54","""2026-07-03T22:33:02.027781452Z"""
"""!43a92a8""","""!6a1ed941""","53","48.4906","""2026-07-04T06:49:26.963836036Z"""
"""!aca39a8""","""!3a4c8ad4""","2","-7","""2026-07-03T18:26:10.901667762Z"""
"""!aca39a8""","""!433c7c48""","4","7.5","""2026-07-03T21:31:32.927361141Z"""
"""!aca39a8""","""!f66adc9c""","2","53","""2026-07-02T17:50:58.629149639Z"""
"""!42ccb37""","""!672f1873""","6","-40","""2026-07-01T06:49:06.841584447Z"""
"""!42ccb37""","""!433ddd98""","7","-28.4286","""2026-06-28T08:54:52.865541455Z"""
"""!42ccb37""","""!d6da69b0""","3","-34","""2026-06-27T15:19:07.732661415Z"""
"""!42ccb37""","""!e17c1baf""","35","9.25714","""2026-07-03T11:04:57.988969646Z"""
"""!42ccb37""","""!650cd503""","6","-15.5","""2026-06-28T09:03:08.263388994Z"""
"""!42ccb37""","""!a457ddcd""","2","-4","""2026-07-04T11:09:25.506805393Z"""
"""!4677cab""","""!ed1b5999""","6","50.3333","""2026-07-03T22:34:35.154501734Z"""
"""!4677cab""","""!bc26463f""","12","28.6667","""2026-07-02T02:04:40.953385441Z"""
"""!4677cab""","""!33917655""","4","-36","""2026-06-29T13:08:58.85029957Z"""
"""!4677cab""","""!6a1ed941""","56","47.75","""2026-07-04T09:07:34.29078098Z"""
"""!4677cab""","""!d6e141e7""","4","-41","""2026-07-02T10:30:28.717498431Z"""
"""!4677cab""","""!1a036b16""","2","-27","""2026-06-29T02:37:00.189779344Z"""
"""!4677cab""","""!435690a4""","4","-31","""2026-07-03T01:56:08.752350243Z"""
"""!4677cab""","""!64e26f73""","2","-19","""2026-06-28T22:21:56.587051489Z"""
"""!4677cab""","""!0e60ec89""","4","-35","""2026-06-29T19:30:28.533762055Z"""
"""!4677cab""","""!bc904758""","18","1.33333","""2026-07-03T07:19:46.397622532Z"""
"""!4677cab""","""!bfa97d12""","10","-19.6","""2026-07-03T23:43:03.959078687Z"""
"""!4677cab""","""!6983e55c""","2","-40","""2026-06-29T02:28:18.856220784Z"""
"""!4677cab""","""!6c72f588""","2","47","""2026-07-03T01:49:26.004436339Z"""
"""!4063acc""","""!44a744ee""","2","32","""2026-07-02T07:49:30.837551623Z"""
"""!4063acc""","""!eb255eea""","2","1","""2026-07-02T11:48:46.369707221Z"""
"""!4063acc""","""!433c7bf0""","2","-11","""2026-06-30T07:45:13.216327181Z"""
"""!4063acc""","""!433c7c48""","8","4","""2026-07-03T07:49:26.125153062Z"""
"""!4063acc""","""!64db0a84""","2","7","""2026-07-02T11:48:50.677757456Z"""
"""!950b01a""","""!2416f418""","2","-30","""2026-06-30T10:11:05.461543166Z"""
"""!950b01a""","""!3246d8b9""","4","49","""2026-06-29T20:44:54.861773778Z"""
"""!950b01a""","""!44a744ee""","6","11.3333","""2026-07-02T18:07:29.887136023Z"""
"""!950b01a""","""!433c7c48""","4","2","""2026-07-02T18:07:33.081529371Z"""
"""!1f6edac7""","""!433e130c""","3","-36","""2026-06-27T22:09:13.019545686Z"""
"""!1f6edac7""","""!bfa97d12""","2","38","""2026-06-29T03:27:14.997510525Z"""
"""!6a1ed941""","""!433cfd58""","8","50","""2026-07-03T23:11:07.670247703Z"""
"""!6a1ed941""","""!1ba735d8""","8","-45.25","""2026-06-30T12:19:19.740638021Z"""
"""!6a1ed941""","""!435ae670""","1528","-26.4954","""2026-07-04T11:04:10.587038636Z"""
"""!6a1ed941""","""!d9079859""","4","-49","""2026-07-03T10:41:11.123072883Z"""
"""!6a1ed941""","""!a1d75fc4""","30","-33.3333","""2026-07-03T12:35:12.502173351Z"""
"""!6a1ed941""","""!878b82c5""","174","-43.6782","""2026-07-03T11:02:09.856535623Z"""
"""!6a1ed941""","""!f669c568""","1899","-28.3555","""2026-07-04T11:07:32.605604943Z"""
"""!6a1ed941""","""!6985aa24""","9","50.6667","""2026-07-03T01:21:39.293441263Z"""
"""!6a1ed941""","""!d6e141e7""","7","-47.4286","""2026-07-01T14:36:50.306969973Z"""
"""!6a1ed941""","""!bfa97d12""","809","-21.3053","""2026-07-04T08:58:19.031570798Z"""
"""!6a1ed941""","""!699be2e8""","440","-36.6091","""2026-07-04T10:37:15.775180486Z"""
"""!6a1ed941""","""!0400a2bc""","889","-41.937","""2026-07-03T10:38:14.199467718Z"""
"""!6a1ed941""","""!4358e164""","3","48.6667","""2026-07-04T04:47:57.987050418Z"""
"""!6a1ed941""","""!1750d130""","202","-37.3119","""2026-07-02T09:50:20.207183992Z"""
"""!6a1ed941""","""!6983e55c""","862","-35.1508","""2026-06-29T17:25:06.493230435Z"""
"""!6a1ed941""","""!9e76b638""","660","-38.5515","""2026-07-04T10:55:22.857403048Z"""
"""!f66adc9c""","""!02e584f0""","13","42.6923","""2026-07-03T19:43:50.480138237Z"""
"""!f66adc9c""","""!64db0a84""","2","-34","""2026-06-29T03:41:45.506129921Z"""
"""!f66adc9c""","""!4ed1b988""","2","48","""2026-06-28T18:53:52.339196093Z"""
"""!f66adc9c""","""!ab0e8ba2""","2","48","""2026-07-01T19:40:27.082929851Z"""
"""!f66adc9c""","""!433c7c48""","41","10.6341","""2026-07-03T18:55:28.339368814Z"""
"""!f66adc9c""","""!69829940""","2","3","""2026-07-02T02:05:53.628052442Z"""
"""!f66adc9c""","""!0400a740""","2","36","""2026-06-29T22:08:43.672626367Z"""
"""!f66adc9c""","""!11ec4ce6""","2","0","""2026-06-30T19:23:05.286266006Z"""
"""!f66adc9c""","""!4063acc""","28","-6.71429","""2026-07-04T09:58:17.288278488Z"""
"""!f66adc9c""","""!f1a7bd7c""","20","13.8","""2026-07-01T18:33:49.957985983Z"""
"""!f66adc9c""","""!0aca4348""","2","47","""2026-06-28T12:49:49.361651279Z"""
"""!f66adc9c""","""!b75ec6bf""","4","-6","""2026-06-30T11:33:27.536526078Z"""
"""!f66adc9c""","""!8fa63868""","2","-30","""2026-06-29T17:01:34.510488057Z"""
"""!f66adc9c""","""!44a744ee""","7","30.8571","""2026-06-30T18:55:23.087190277Z"""
"""!f66adc9c""","""!a6962248""","14","23.2857","""2026-07-03T01:01:42.752090367Z"""
"""!f66adc9c""","""!9f894ed3""","15","26.2","""2026-07-02T17:50:58.629149639Z"""
"""!f66adc9c""","""!27b94bd8""","8","31","""2026-07-03T01:00:06.557731607Z"""
"""!f66adc9c""","""!433c7bf0""","6","12.6667","""2026-06-28T19:26:49.567919604Z"""
"""!f66adc9c""","""!04063acc""","4","-37","""2026-07-01T12:28:29.290583066Z"""
"""!f66adc9c""","""!cf18ada""","6","23.6667","""2026-07-03T15:18:41.737459417Z"""
"""!f66adc9c""","""!f66bb530""","2","45","""2026-06-30T13:34:21.542033864Z"""
"""!f66adc9c""","""!435a8c60""","2","23","""2026-06-30T19:17:32.604423922Z"""
"""!f66adc9c""","""!b2a74810""","2","2","""2026-06-30T20:27:04.592205919Z"""
"""!f66adc9c""","""!435823a0""","2","4","""2026-07-01T18:33:10.317665612Z"""
"""!f66adc9c""","""!eb255eea""","12","-1.16667","""2026-07-04T08:44:05.747032227Z"""
"""!f66adc9c""","""!0ac9f8a4""","2","-20","""2026-06-30T15:50:12.410300459Z"""
"""!f66adc9c""","""!3246d8b9""","2","51","""2026-06-29T17:58:40.679509735Z"""
"""!f1bfbe6a""","""!bfa97d12""","34","19.7647","""2026-07-04T01:06:14.180854905Z"""
"""!49637f26""","""!bfa97d12""","6","24","""2026-07-01T04:48:08.301674312Z"""
"""!49637f26""","""!1a036b16""","20","-14","""2026-07-01T08:06:52.870778724Z"""
"""!49637f26""","""!bc26463f""","6","-8","""2026-06-30T21:25:19.866041317Z"""
"""!416d2bbe""","""!2bbe7f39""","2","-49","""2026-07-03T19:07:14.751401657Z"""
"""!416d2bbe""","""!1f12a430""","2","46","""2026-07-04T10:37:45.814486633Z"""
"""!416d2bbe""","""!49de8b8d""","1","-32","""2026-06-27T19:51:44.299439068Z"""
"""!416d2bbe""","""!bfa97d12""","4","41","""2026-07-04T05:17:57.969373637Z"""
"""!e00ced64""","""!6a1ed941""","1","46","""2026-06-28T09:17:14.389236146Z"""
"""!e00ced64""","""!a1d75fc4""","2","48","""2026-06-28T20:22:05.435147371Z"""
"""!e00ced64""","""!bc26463f""","6","27","""2026-07-01T20:53:59.299874098Z"""
"""!e00ced64""","""!6ea117d0""","2","43","""2026-06-27T15:37:49.088124437Z"""
"""!e00ced64""","""!f669c568""","2","-44","""2026-06-29T09:19:04.949817962Z"""
"""!e00ced64""","""!6983e55c""","1","-19","""2026-06-28T03:15:05.826049971Z"""
"""!8584b814""","""!2e791b4""","1","0","""2026-07-01T09:38:03.909880677Z"""
"""!435823a0""","""!7af9ae9b""","2","5","""2026-06-30T17:24:04.822719764Z"""
"""!435823a0""","""!45105682""","2","47","""2026-06-30T17:22:20.499226349Z"""
"""!435823a0""","""!44a744ee""","8","15","""2026-07-02T12:10:26.742294699Z"""
"""!435823a0""","""!433c7c48""","4","1.5","""2026-07-02T12:10:27.17499439Z"""
"""!435823a0""","""!f1a7bd7c""","6","-4","""2026-06-30T21:21:42.6169341Z"""
"""!435823a0""","""!62c53488""","2","6","""2026-06-29T12:14:39.541724919Z"""
"""!435823a0""","""!2416f418""","2","-28","""2026-07-01T11:38:59.930528611Z"""
"""!435823a0""","""!1abfbd8a""","2","-45","""2026-06-29T12:38:14.787551416Z"""
"""!435823a0""","""!f66adc9c""","4","11.5","""2026-07-01T18:33:49.957985983Z"""
"""!435823a0""","""!3246d8b9""","2","47","""2026-06-29T12:10:13.582777263Z"""
"""!349fe479""","""!d6f8f838""","4","-30","""2026-07-02T05:10:28.61959288Z"""
"""!349fe479""","""!1de91c78""","20","53.2","""2026-06-29T22:43:43.708597575Z"""
"""!349fe479""","""!ef34d6a1""","4","48","""2026-06-29T16:44:30.987349944Z"""
"""!349fe479""","""!b03e0068""","2","9","""2026-06-27T17:57:25.993705513Z"""
"""!349fe479""","""!bba67c9f""","104","47.4615","""2026-07-02T00:50:43.855083012Z"""
"""!349fe479""","""!6983e55c""","11","-16.0909","""2026-06-28T20:27:12.811644112Z"""
"""!349fe479""","""!2f6d212f""","2","-50","""2026-07-02T05:06:09.973907364Z"""
"""!349fe479""","""!64e26f73""","2","-21","""2026-06-28T23:08:10.303273377Z"""
"""!349fe479""","""!1de92ebc""","18","45.9444","""2026-07-01T14:09:32.096002493Z"""
"""!349fe479""","""!04093fc0""","2","-31","""2026-07-02T05:09:43.553846755Z"""
"""!349fe479""","""!bc904758""","8","-28.5","""2026-06-30T10:32:31.097400709Z"""
"""!349fe479""","""!1f12a430""","10","46.6","""2026-07-02T00:08:05.495802577Z"""
"""!349fe479""","""!0400a2bc""","1","-46","""2026-06-27T17:58:12.564197322Z"""
"""!349fe479""","""!bc26463f""","22","17.8182","""2026-07-02T01:18:57.576761153Z"""
"""!349fe479""","""!bfa97d12""","5","36.2","""2026-06-30T03:36:11.445683865Z"""
"""!349fe479""","""!d9079859""","1","56","""2026-06-27T17:51:21.475058465Z"""
"""!349fe479""","""!1454ed85""","82","-6.63415","""2026-06-29T22:11:37.320007166Z"""
"""!e17c1baf""","""!49479266""","8","-31","""2026-06-30T11:05:14.859586649Z"""
"""!e17c1baf""","""!f670a39c""","12","10.25","""2026-07-01T18:23:50.790861757Z"""
"""!e17c1baf""","""!433d70b8""","10","25.2","""2026-07-03T10:07:05.167514466Z"""
"""!e17c1baf""","""!716f550a""","14","48.4286","""2026-07-02T18:59:45.911197166Z"""
"""!e17c1baf""","""!8a84e409""","1615","-16.3876","""2026-07-04T10:46:38.213393243Z"""
"""!e17c1baf""","""!f6700eb0""","319","41.6423","""2026-07-04T10:56:44.476239871Z"""
"""!e17c1baf""","""!b1610d41""","161","11.7647","""2026-07-04T06:18:03.274571816Z"""
"""!e17c1baf""","""!913e2eb6""","5","47","""2026-06-27T13:05:19.824812836Z"""
"""!e17c1baf""","""!1c714127""","1","0","""2026-06-27T13:15:29.495921633Z"""
"""!e17c1baf""","""!e0726276""","2","0","""2026-07-01T01:36:34.055876351Z"""
"""!e17c1baf""","""!e8c0b785""","8","27.25","""2026-07-03T02:22:06.410526018Z"""
"""!e17c1baf""","""!ba6a5968""","6","2.33333","""2026-07-03T13:31:12.015267614Z"""
"""!e17c1baf""","""!33665478""","32","12.9375","""2026-07-04T10:45:41.772007932Z"""
"""!e17c1baf""","""!59ef7617""","8","8","""2026-07-02T11:14:56.761538222Z"""
"""!e17c1baf""","""!5c4dc492""","2","0","""2026-07-02T10:46:58.916656504Z"""
"""!e17c1baf""","""!d6da69b0""","2","1","""2026-06-30T13:21:23.943762931Z"""
"""!e17c1baf""","""!672f1873""","96","-0.407143","""2026-07-04T10:59:59.024917489Z"""
"""!e17c1baf""","""!433ddd98""","2","0","""2026-07-01T02:06:34.274874248Z"""
"""!e17c1baf""","""!1ba34cec""","1","0","""2026-06-27T14:51:00.426588Z"""
"""!e17c1baf""","""!1ba21c80""","5","37","""2026-06-27T21:34:49.739299321Z"""
"""!e17c1baf""","""!a5b65014""","6","48","""2026-07-03T12:19:53.442465634Z"""
"""!e17c1baf""","""!433d8284""","2","-42","""2026-06-30T16:06:35.47633526Z"""
"""!e17c1baf""","""!93878cc0""","6","-8.66667","""2026-07-03T20:52:08.60434479Z"""
"""!e17c1baf""","""!ba341234""","6","4","""2026-07-02T19:03:53.177230772Z"""
"""!e17c1baf""","""!f8a92924""","3","-41","""2026-06-27T11:48:03.957619966Z"""
"""!e17c1baf""","""!913e28b6""","1","0","""2026-06-27T15:00:31.502577671Z"""
"""!e17c1baf""","""!ba69b058""","14","13.2857","""2026-07-04T10:22:41.638425102Z"""
"""!e17c1baf""","""!4414588""","2","0","""2026-07-02T10:31:59.174864712Z"""
"""!d2e42fd3""","""!27b94bd8""","2","54","""2026-07-02T15:41:21.278966396Z"""
"""!d2e42fd3""","""!a6962248""","2","13","""2026-07-02T15:41:22.574453695Z"""
"""!d2e42fd3""","""!eb255eea""","2","-12","""2026-07-03T06:07:56.694485058Z"""
"""!d2e42fd3""","""!433c7c48""","2","5","""2026-07-03T19:43:49.252305819Z"""
"""!d2e42fd3""","""!44a744ee""","7","22","""2026-07-03T19:43:50.480138237Z"""
"""!d2e42fd3""","""!3246d8b9""","1","52","""2026-06-28T11:12:51.532671627Z"""
"""!bfa97d12""","""!a81e892""","4","0","""2026-07-04T03:15:09.517312412Z"""
"""!bfa97d12""","""!435ae670""","12","-6.66667","""2026-07-04T02:15:16.441163693Z"""
"""!bfa97d12""","""!f1b7b248""","2","0","""2026-06-29T01:03:05.21028693Z"""
"""!bfa97d12""","""!1de91c78""","22","0","""2026-07-02T21:59:01.303882791Z"""
"""!bfa97d12""","""!9c821f66""","3","0","""2026-07-04T03:13:34.986083024Z"""
"""!bfa97d12""","""!416d2bbe""","2","0","""2026-07-02T01:18:08.057586851Z"""
"""!bfa97d12""","""!13034e71""","2","0","""2026-06-29T02:30:05.228679959Z"""
"""!bfa97d12""","""!8c609614""","27","0","""2026-07-04T01:27:09.046875674Z"""
"""!bfa97d12""","""!55c75f28""","2","0","""2026-07-04T02:42:09.975139133Z"""
"""!bfa97d12""","""!b03cafb4""","6","0","""2026-06-30T04:27:44.692641824Z"""
"""!bfa97d12""","""!5eb8daa8""","2","0","""2026-06-29T01:06:04.837022697Z"""
"""!bfa97d12""","""!1750d130""","31","-13.1613","""2026-07-03T05:26:04.05658582Z"""
"""!bfa97d12""","""!bf082389""","16","0","""2026-07-04T07:10:11.25185372Z"""
"""!bfa97d12""","""!406c77c""","42","16.6667","""2026-07-03T14:55:17.542984486Z"""
"""!bfa97d12""","""!f1a7bb1c""","6","0","""2026-06-30T05:57:39.174608369Z"""
"""!bfa97d12""","""!435ae008""","12","0","""2026-07-04T02:27:10.870907896Z"""
"""!bfa97d12""","""!8fa477e0""","2","0","""2026-07-03T03:27:07.828782423Z"""
"""!bfa97d12""","""!62f8ee94""","31","-2.70968","""2026-07-04T02:28:19.739863786Z"""
"""!bfa97d12""","""!b03e0068""","132","-22.0758","""2026-07-04T02:42:16.295841586Z"""
"""!bfa97d12""","""!9e75deb4""","3","0","""2026-06-28T04:29:19.554877372Z"""
"""!bfa97d12""","""!1ce588af""","4","0","""2026-07-01T02:48:07.456189682Z"""
"""!bfa97d12""","""!a1d77a98""","6","0","""2026-07-04T02:00:16.403909255Z"""
"""!bfa97d12""","""!1f6edac7""","2","0","""2026-06-29T03:27:04.657264137Z"""
"""!bfa97d12""","""!6a4581e4""","5","0","""2026-07-02T02:03:07.703959389Z"""
"""!bfa97d12""","""!a26717d3""","3","0","""2026-06-30T02:42:05.4851969Z"""
"""!bfa97d12""","""!c82fe740""","42","-7.80952","""2026-07-04T03:48:51.716143621Z"""
"""!bfa97d12""","""!68663bcc""","6","0","""2026-07-01T04:15:48.502925404Z"""
"""!bfa97d12""","""!43577bb4""","6","0","""2026-07-01T01:39:08.614077718Z"""
"""!bfa97d12""","""!0406a000""","4","-38","""2026-06-30T03:57:32.125489161Z"""
"""!bfa97d12""","""!1ba743c0""","28","7.57143","""2026-07-04T01:45:09.221216961Z"""
"""!bfa97d12""","""!4358e164""","26","10.3462","""2026-07-03T08:17:53.69991215Z"""
"""!bfa97d12""","""!699b11f0""","98","17.102","""2026-07-04T03:52:25.022969681Z"""
"""!bfa97d12""","""!435ad4a0""","9","14.7778","""2026-07-01T02:57:14.996447178Z"""
"""!bfa97d12""","""!ba0c79b0""","21","0","""2026-07-04T01:42:09.157360087Z"""
"""!bfa97d12""","""!9e759a68""","9","0","""2026-06-30T12:03:51.81361687Z"""
"""!bfa97d12""","""!f669c568""","14","-9.14286","""2026-07-01T22:08:01.695184856Z"""
"""!bfa97d12""","""!f669e48c""","4","0","""2026-07-03T17:41:10.464426996Z"""
"""!bfa97d12""","""!1de92ebc""","143","-27.6084","""2026-07-04T03:15:14.765701653Z"""
"""!bfa97d12""","""!2972e94c""","2","0","""2026-07-01T03:36:06.492652895Z"""
"""!bfa97d12""","""!435ae664""","10","0","""2026-07-03T17:31:56.953527095Z"""
"""!bfa97d12""","""!435bb838""","10","-1.6","""2026-07-01T19:33:47.339002603Z"""
"""!bfa97d12""","""!fe7d2888""","2","0","""2026-06-29T02:00:06.978497466Z"""
"""!bfa97d12""","""!6983e55c""","94","33.7234","""2026-06-29T15:42:59.571213883Z"""
"""!bfa97d12""","""!1a036b16""","27","-9.18519","""2026-07-02T00:41:17.110973607Z"""
"""!bfa97d12""","""!9e76b638""","27","-14.5185","""2026-07-04T04:19:12.356780936Z"""
"""!bfa97d12""","""!db2f17c4""","12","0","""2026-07-02T18:07:59.87890226Z"""
"""!bfa97d12""","""!fe132891""","14","3.14286","""2026-07-04T01:28:15.597812024Z"""
"""!bfa97d12""","""!02eb8e7c""","20","38.6","""2026-07-02T14:54:27.476756163Z"""
"""!bfa97d12""","""!4093fc0""","16","0","""2026-07-02T17:23:12.765380969Z"""
"""!bfa97d12""","""!4c5a728""","4","0","""2026-07-04T02:36:11.800057441Z"""
"""!bfa97d12""","""!40859f0""","4","0","""2026-07-02T02:06:08.030607188Z"""
"""!bfa97d12""","""!67f6fe46""","20","0","""2026-07-04T02:06:09.173321975Z"""
"""!bfa97d12""","""!da75c0a0""","11","0","""2026-07-04T06:28:13.688897742Z"""
"""!bfa97d12""","""!4762ab17""","22","-20.8636","""2026-07-04T03:33:15.21395069Z"""
"""!bfa97d12""","""!8851503c""","4","0","""2026-07-02T01:12:07.17673966Z"""
"""!bfa97d12""","""!f1a7bd7c""","10","0","""2026-07-04T07:25:18.396585617Z"""
"""!bfa97d12""","""!cf18ada""","2","0","""2026-07-02T01:48:08.266827127Z"""
"""!bfa97d12""","""!8b8ec14e""","5","0","""2026-06-30T02:12:05.950296739Z"""
"""!bfa97d12""","""!de3c2716""","6","0","""2026-07-01T01:21:42.211370799Z"""
"""!bfa97d12""","""!fb7d7888""","22","0","""2026-07-03T16:17:04.535382153Z"""
"""!bfa97d12""","""!a1d75fc4""","236","3.41102","""2026-07-04T06:07:07.214245271Z"""
"""!bfa97d12""","""!c883b6f9""","10","0","""2026-07-01T10:30:31.879674492Z"""
"""!bfa97d12""","""!909ec090""","21","0","""2026-07-04T03:12:09.250943352Z"""
"""!bfa97d12""","""!849b62f0""","9","0","""2026-07-04T00:56:05.881858429Z"""
"""!bfa97d12""","""!435bb36c""","23","5.65217","""2026-07-01T22:35:01.184266732Z"""
"""!bfa97d12""","""!55f241a0""","4","0","""2026-06-30T19:07:21.17882782Z"""
"""!bfa97d12""","""!1a6b9987""","2","0","""2026-06-30T03:03:48.372301712Z"""
"""!bfa97d12""","""!7a2c0a16""","27","0","""2026-07-04T01:21:09.061949997Z"""
"""!bfa97d12""","""!ada4e236""","12","0","""2026-07-02T02:47:18.859740294Z"""
"""!bfa97d12""","""!bc26463f""","17","-1.64706","""2026-07-03T17:50:16.494487992Z"""
"""!bfa97d12""","""!6985aa24""","69","4.81159","""2026-07-04T03:45:17.718915252Z"""
"""!bfa97d12""","""!f0cda289""","2","0","""2026-07-01T01:03:09.910176139Z"""
"""!bfa97d12""","""!1de9bb56""","10","0","""2026-07-04T01:54:08.886950165Z"""
"""!bfa97d12""","""!d9079859""","90","-18.8667","""2026-07-04T09:43:11.269640605Z"""
"""!bfa97d12""","""!1ba234d4""","15","0","""2026-07-04T01:18:09.43203423Z"""
"""!bfa97d12""","""!3e4f8220""","14","0","""2026-07-04T09:37:14.307527606Z"""
"""!bfa97d12""","""!db2fb510""","3","0","""2026-06-28T08:40:52.654622484Z"""
"""!bfa97d12""","""!dc32b98d""","2","0","""2026-07-04T02:51:09.245789924Z"""
"""!bfa97d12""","""!9ee991d8""","2","0","""2026-06-30T02:45:06.65147528Z"""
"""!bfa97d12""","""!699be574""","33","-3.93939","""2026-07-04T03:21:09.369669289Z"""
"""!bfa97d12""","""!a459bce7""","16","0","""2026-07-04T02:21:17.605703949Z"""
"""!bfa97d12""","""!bba94564""","12","15","""2026-07-02T03:03:10.895385389Z"""
"""!bfa97d12""","""!d6f8f838""","44","-34","""2026-07-04T10:37:15.775180486Z"""
"""!bfa97d12""","""!da64b598""","16","0","""2026-07-04T03:57:10.102797064Z"""
"""!bfa97d12""","""!115a67f6""","6","0","""2026-07-01T23:17:10.741218882Z"""
"""!bfa97d12""","""!ac9cf04""","9","0","""2026-07-01T00:25:06.505505957Z"""
"""!bfa97d12""","""!43a92a8""","24","0","""2026-07-04T00:47:26.758536757Z"""
"""!bfa97d12""","""!433cfd58""","22","32.1818","""2026-07-04T01:24:20.84026685Z"""
"""!bfa97d12""","""!163b46b8""","2","0","""2026-07-02T01:42:07.651921693Z"""
"""!bfa97d12""","""!33917655""","10","4.8","""2026-07-02T07:29:13.227759505Z"""
"""!bfa97d12""","""!2bbe7f39""","16","0","""2026-07-04T00:01:29.460779379Z"""
"""!bfa97d12""","""!bba67c9f""","29","-11.3103","""2026-07-02T21:32:12.019009867Z"""
"""!bfa97d12""","""!133a7912""","4","0","""2026-07-01T03:21:07.179629288Z"""
"""!bfa97d12""","""!dea288ad""","50","6.32","""2026-07-04T02:45:15.330956363Z"""
"""!bfa97d12""","""!2ab98f33""","6","0","""2026-07-04T01:09:09.391695627Z"""
"""!bfa97d12""","""!02e60108""","2","-30","""2026-07-03T06:17:26.077457335Z"""
"""!bfa97d12""","""!7c54cecf""","1","0","""2026-06-28T02:30:04.15487021Z"""
"""!bfa97d12""","""!6984e3a0""","1","0","""2026-06-28T03:00:08.005744238Z"""
"""!bfa97d12""","""!50734ef3""","10","-2.8","""2026-07-04T01:31:05.202541654Z"""
"""!bfa97d12""","""!db29dd48""","17","0","""2026-07-04T02:30:09.883427862Z"""
"""!bfa97d12""","""!9ee6bf80""","2","0","""2026-06-30T18:39:45.519436238Z"""
"""!bfa97d12""","""!aca38e1c""","1","0","""2026-06-27T21:52:03.197069965Z"""
"""!bfa97d12""","""!698573f8""","4","0","""2026-07-02T03:06:06.98755366Z"""
"""!bfa97d12""","""!f9975d3a""","33","0.636364","""2026-07-04T03:45:09.328252624Z"""
"""!bfa97d12""","""!8194110""","3","0","""2026-07-02T02:48:07.19640047Z"""
"""!bfa97d12""","""!da752230""","3","0","""2026-06-30T01:51:48.538557805Z"""
"""!bfa97d12""","""!4c582fc""","2","0","""2026-06-29T03:42:05.209102639Z"""
"""!bfa97d12""","""!5bc0582e""","16","3.875","""2026-07-03T17:49:11.678617345Z"""
"""!bfa97d12""","""!d3d8ac79""","4","0","""2026-07-03T02:30:13.497578899Z"""
"""!bfa97d12""","""!3716d135""","6","14.6667","""2026-06-30T00:32:09.725568851Z"""
"""!bfa97d12""","""!da64b474""","12","0","""2026-07-02T13:53:09.409235261Z"""
