"src","dst","heardCount","snrAvg","lastSeen"
"""!c82fe740""","""!2eb8e7c""","2","-8","""2026-07-01T04:59:21.354844782Z"""
"""!c82fe740""","""!dea288ad""","2","0","""2026-07-01T08:54:58.906779032Z"""
"""!c82fe740""","""!406a000""","2","0","""2026-07-01T16:48:56.25378862Z"""
"""!c82fe740""","""!de3c2716""","2","0","""2026-07-01T07:21:40.2827381Z"""
"""!c82fe740""","""!0ac9cf04""","14","-32.7143","""2026-07-02T22:20:24.530555096Z"""
"""!c82fe740""","""!0e60ec89""","12","10.6667","""2026-07-02T14:08:33.050624307Z"""
"""!c82fe740""","""!62bd5bac""","2","0","""2026-07-02T00:29:07.506738517Z"""
"""!c82fe740""","""!1750d130""","2","-15","""2026-07-01T11:12:47.525820844Z"""
"""!37d12df9""","""!d9079859""","1","20","""2026-06-27T22:03:30.012259058Z"""
"""!37d12df9""","""!bc904758""","2","-10","""2026-06-30T16:25:04.063852157Z"""
"""!75406c48""","""!3246d8b9""","2","49","""2026-06-28T18:53:52.339196093Z"""
"""!75406c48""","""!44a744ee""","4","18.5","""2026-07-02T19:40:35.4530763Z"""
"""!75406c48""","""!433c7c48""","6","-1","""2026-07-03T19:41:47.573480501Z"""
"""!64db0a84""","""!f6956158""","2","0","""2026-06-29T12:57:40.761508719Z"""
"""!64db0a84""","""!44a744ee""","7","24.5714","""2026-07-01T18:25:28.023529156Z"""
"""!64db0a84""","""!436ed177""","2","9","""2026-07-03T15:59:03.056035905Z"""
"""!64db0a84""","""!43567cb8""","1","11","""2026-06-28T07:22:45.594908707Z"""
"""!64db0a84""","""!433c7c48""","10","5.4","""2026-07-03T18:28:36.610888257Z"""
"""!64db0a84""","""!433c7bf0""","5","-11.4","""2026-06-30T11:37:28.194248729Z"""
"""!64db0a84""","""!9f894ed3""","13","11.5385","""2026-07-02T13:30:22.586664866Z"""
"""!64db0a84""","""!a6962248""","5","12.6","""2026-07-02T00:02:43.190863214Z"""
"""!64db0a84""","""!6985f3d4""","2","21","""2026-06-28T10:59:06.385107134Z"""
"""!64db0a84""","""!3246d8b9""","2","52","""2026-06-28T15:41:50.841701991Z"""
"""!64db0a84""","""!eb255eea""","2","-5","""2026-07-03T12:42:57.457673173Z"""
"""!64db0a84""","""!f6fcded4""","2","-22","""2026-07-02T17:50:58.629149639Z"""
"""!64db0a84""","""!da5afc8c""","12","4.83333","""2026-07-02T18:07:29.887136023Z"""
"""!a35a4f30""","""!e17c1baf""","3","-9.91667","""2026-06-29T10:14:03.49449401Z"""
"""!8540365d""","""!433c7c48""","8","5.75","""2026-07-03T17:19:40.662519064Z"""
"""!8540365d""","""!4063acc""","4","-11","""2026-07-04T09:58:17.288278488Z"""
"""!8540365d""","""!27b94bd8""","2","49","""2026-07-02T02:05:53.628052442Z"""
"""!8540365d""","""!3246d8b9""","1","45","""2026-06-27T17:38:12.101721631Z"""
"""!8540365d""","""!44a744ee""","5","27.4","""2026-07-02T17:19:36.911756211Z"""
"""!4af2e6c3""","""!435ae670""","6","-48","""2026-07-01T00:12:44.498333074Z"""
"""!4af2e6c3""","""!f669c568""","2","-47","""2026-07-01T12:12:40.800613593Z"""
"""!4af2e6c3""","""!a1d75fc4""","8","49.5","""2026-07-02T12:02:35.160356547Z"""
"""!4af2e6c3""","""!4358e164""","14","-10","""2026-07-03T13:47:52.272937056Z"""
"""!4af2e6c3""","""!6c72f588""","2","49","""2026-07-03T23:54:56.735304448Z"""
"""!4af2e6c3""","""!bfa97d12""","18","23.1667","""2026-07-04T01:48:57.940178382Z"""
"""!4af2e6c3""","""!bc904758""","4","9","""2026-07-04T10:15:23.618907558Z"""
"""!4af2e6c3""","""!0400a2bc""","4","9","""2026-07-01T03:51:14.268505466Z"""
"""!4af2e6c3""","""!6983e55c""","4","-52","""2026-06-29T01:09:07.611528756Z"""
"""!4af2e6c3""","""!5bc0582e""","6","41","""2026-07-01T11:40:52.308246438Z"""
"""!4af2e6c3""","""!6a1ed941""","37","48.5946","""2026-07-03T18:14:25.747351694Z"""
"""!4af2e6c3""","""!6985aa24""","12","48.3333","""2026-07-04T06:31:21.769718255Z"""
"""!4af2e6c3""","""!64e26f73""","4","1","""2026-06-30T09:43:05.351379667Z"""
"""!ed1b5999""","""!d6f8f838""","76","19.4211","""2026-07-03T21:27:40.577804663Z"""
"""!ed1b5999""","""!bc26463f""","26","-9.07692","""2026-07-01T12:08:59.755228902Z"""
"""!ed1b5999""","""!1454ed85""","393","-23.374","""2026-07-04T04:31:12.070948763Z"""
"""!ed1b5999""","""!5bc0582e""","2","52","""2026-06-29T18:07:08.682110352Z"""
"""!ed1b5999""","""!a1d75fc4""","6","-22","""2026-07-01T11:09:55.69254664Z"""
"""!ed1b5999""","""!433cfd58""","87","-25.4023","""2026-07-03T19:48:53.717272206Z"""
"""!33917655""","""!1f12a430""","4","45","""2026-07-03T14:55:17.542984486Z"""
"""!33917655""","""!04677cab""","6","-41","""2026-06-29T13:09:45.541692685Z"""
"""!33917655""","""!699be574""","6","54.3333","""2026-07-03T13:58:14.208676219Z"""
"""!33917655""","""!bfa97d12""","10","17.8","""2026-07-03T17:41:14.506214525Z"""
"""!33917655""","""!2eb8e7c""","20","47","""2026-07-02T00:59:23.261814429Z"""
"""!33917655""","""!6a1ed941""","6","52","""2026-06-29T16:01:18.611305292Z"""
"""!33917655""","""!02eb8e7c""","10","53.2","""2026-07-03T17:31:56.953527095Z"""
"""!1de92ebc""","""!7a6f356e""","1","0","""2026-06-27T13:09:57.516967051Z"""
"""!1de92ebc""","""!49ea4c9c""","1","0","""2026-06-27T13:54:49.113309681Z"""
"""!1de92ebc""","""!400a2bc""","2","0","""2026-06-27T20:03:54.640088269Z"""
"""!1de92ebc""","""!849b62f0""","2","0","""2026-06-27T18:42:49.194074283Z"""
"""!1de92ebc""","""!ac9cf04""","2","0","""2026-06-27T18:01:06.009745452Z"""
"""!1de92ebc""","""!699be2e8""","1","0","""2026-06-27T21:57:59.147989519Z"""
"""!1de92ebc""","""!406c77c""","9","54.2222","""2026-07-02T00:08:05.495802577Z"""
"""!1de92ebc""","""!da56798c""","1","0","""2026-06-27T16:04:16.749113346Z"""
"""!1de92ebc""","""!6c73bdb4""","5","22","""2026-06-27T20:33:50.323332908Z"""
"""!1de92ebc""","""!9ee81de4""","1","0","""2026-06-27T14:37:00.631961812Z"""
"""!1de92ebc""","""!878b82c5""","21","-14.1905","""2026-07-04T09:54:10.5352725Z"""
"""!1de92ebc""","""!6a1ed941""","78","48.4615","""2026-07-04T08:25:15.100032833Z"""
"""!1de92ebc""","""!a459bce7""","2","0","""2026-06-27T22:15:49.11730445Z"""
"""!1de92ebc""","""!eb9326c7""","1","0","""2026-06-27T13:30:48.120155027Z"""
"""!1de92ebc""","""!2eb8e7c""","2","0","""2026-06-27T21:48:57.768083932Z"""
"""!1de92ebc""","""!6b5aa544""","5","-14.4","""2026-06-30T23:19:10.683296398Z"""
"""!1de92ebc""","""!1de9bb56""","1","0","""2026-06-27T14:19:00.326888939Z"""
"""!1de92ebc""","""!f1bfbe6a""","2","0","""2026-06-27T18:18:49.295905924Z"""
"""!1de92ebc""","""!b03e0068""","2","0","""2026-06-27T18:01:11.188339979Z"""
"""!1de92ebc""","""!8fa63a08""","1","0","""2026-06-27T18:36:47.897267976Z"""
"""!1de92ebc""","""!c4b05f20""","1","0","""2026-06-27T13:25:27.906765789Z"""
"""!1de92ebc""","""!6983e55c""","22","-28.3636","""2026-06-28T21:09:55.118422641Z"""
"""!1de92ebc""","""!aca38e1c""","1","0","""2026-06-27T21:52:05.506181407Z"""
"""!1de92ebc""","""!ed1b5999""","37","48.4324","""2026-07-02T21:27:33.736989316Z"""
"""!1de92ebc""","""!bba67c9f""","22","47.8182","""2026-07-01T10:12:10.641272349Z"""
"""!1de92ebc""","""!fb7d7888""","2","0","""2026-06-27T21:36:37.793695315Z"""
"""!1de92ebc""","""!49de8b8d""","1","0","""2026-06-27T16:06:55.848826161Z"""
"""!1de92ebc""","""!349fe479""","63","6.92063","""2026-07-01T10:12:29.823875499Z"""
"""!1de92ebc""","""!ea02f9e4""","1","0","""2026-06-27T21:54:56.706101341Z"""
"""!1de92ebc""","""!db2ac884""","2","0","""2026-06-27T17:42:57.197339512Z"""
"""!1de92ebc""","""!62bd5bac""","2","0","""2026-06-27T17:58:04.64416412Z"""
"""!1de92ebc""","""!2bbe7f39""","2","0","""2026-06-27T20:28:05.089467124Z"""
"""!1de92ebc""","""!9e76b638""","1","0","""2026-06-27T17:09:53.44622035Z"""
"""!1de92ebc""","""!da64b474""","2","0","""2026-06-27T18:30:55.9818472Z"""
"""!1de92ebc""","""!a6da27e5""","3","39.3333","""2026-06-27T19:34:53.303184188Z"""
"""!1de92ebc""","""!8944a6da""","1","0","""2026-06-27T19:12:49.725054101Z"""
"""!1de92ebc""","""!62f8ee94""","2","0","""2026-06-27T20:34:17.355858672Z"""
"""!1de92ebc""","""!4af2e6c3""","6","33.3333","""2026-07-03T03:33:18.197974883Z"""
"""!1de92ebc""","""!2e60108""","1","0","""2026-06-27T13:51:58.120453841Z"""
"""!1de92ebc""","""!67f6fe46""","1","0","""2026-06-27T11:36:51.578535353Z"""
"""!1de92ebc""","""!6985aa24""","8","53.75","""2026-07-01T02:42:17.893119411Z"""
"""!1de92ebc""","""!b33214db""","1","0","""2026-06-27T11:45:56.480853901Z"""
"""!1de92ebc""","""!da752230""","1","0","""2026-06-27T17:30:53.237163489Z"""
"""!1de92ebc""","""!7a2c0a16""","1","0","""2026-06-27T14:57:59.475039931Z"""
"""!1de92ebc""","""!435ad4a0""","1","0","""2026-06-27T16:30:44.476036043Z"""
"""!1de92ebc""","""!699b11f0""","8","33.25","""2026-07-04T02:04:16.964320573Z"""
"""!1de92ebc""","""!a1d75fc4""","16","15.875","""2026-07-03T16:26:36.203561077Z"""
"""!1de92ebc""","""!64e26f73""","85","-39.6706","""2026-07-04T03:58:17.50255371Z"""
"""!1de92ebc""","""!699be574""","1","0","""2026-06-27T21:33:49.008572261Z"""
"""!1de92ebc""","""!2e7e858""","1","0","""2026-06-27T15:12:58.338939726Z"""
"""!1de92ebc""","""!9e759a68""","1","0","""2026-06-27T11:55:05.745745162Z"""
"""!1de92ebc""","""!1f12a430""","1","0","""2026-06-27T16:42:49.618173705Z"""
"""!1de92ebc""","""!a49cbdaf""","2","0","""2026-06-27T20:45:45.787310964Z"""
"""!1de92ebc""","""!43a92a8""","1","0","""2026-06-27T12:10:04.779063722Z"""
"""!1de92ebc""","""!bfa97d12""","28","4.14286","""2026-07-01T02:45:30.958168068Z"""
"""!1de92ebc""","""!dc0441c1""","2","0","""2026-06-27T21:04:12.531489038Z"""
"""!1de92ebc""","""!435690a4""","7","-27.4286","""2026-07-02T00:21:49.048579349Z"""
"""!1de92ebc""","""!bc26463f""","9","12.8889","""2026-06-30T20:30:24.243821585Z"""
"""!1de92ebc""","""!433cfd58""","60","27.3667","""2026-07-03T20:58:57.066992529Z"""
"""!1de92ebc""","""!10a406ad""","1","0","""2026-06-27T21:40:01.70716987Z"""
"""!1de92ebc""","""!1454ed85""","49","-0.612245","""2026-06-29T17:17:06.791826951Z"""
"""!1de92ebc""","""!1750d130""","1","0","""2026-06-27T22:13:06.73513559Z"""
"""!1de92ebc""","""!1a036b16""","122","-16.5328","""2026-07-04T10:01:16.630510931Z"""
"""!1de92ebc""","""!da75c0a0""","2","0","""2026-06-27T18:12:59.908908462Z"""
"""!1de92ebc""","""!d9079859""","203","33.5961","""2026-07-04T10:40:28.450764726Z"""
"""!5c091b87""","""!b75ec6bf""","6","12.3333","""2026-06-30T11:33:27.536526078Z"""
"""!bba94564""","""!435690a4""","2","-13","""2026-07-01T12:18:44.689190407Z"""
"""!49ea4c9c""","""!bc904758""","7","-9.14286","""2026-06-29T04:38:08.091789323Z"""
"""!49ea4c9c""","""!1ba234d4""","1","0","""2026-06-28T01:58:13.079260689Z"""
"""!49ea4c9c""","""!9ea138ec""","3","0","""2026-06-29T01:39:06.673550607Z"""
"""!49ea4c9c""","""!97d57985""","1","0","""2026-06-28T02:44:13.196477256Z"""
"""!49ea4c9c""","""!dea288ad""","2","0","""2026-06-28T20:51:52.716543681Z"""
"""!49ea4c9c""","""!1ba735d8""","4","54","""2026-06-28T23:52:41.627246989Z"""
"""!49ea4c9c""","""!1454ed85""","2","0","""2026-07-02T00:50:40.543908781Z"""
"""!49ea4c9c""","""!8fa63a08""","3","0","""2026-06-28T12:38:03.303848146Z"""
"""!49ea4c9c""","""!2e60108""","2","0","""2026-06-28T13:58:01.369754743Z"""
"""!49ea4c9c""","""!bfa97d12""","6","15.8333","""2026-06-29T11:04:39.978646443Z"""
"""!49ea4c9c""","""!6a1ed941""","8","47.875","""2026-07-01T14:24:54.549979846Z"""
"""!49ea4c9c""","""!10a406ad""","2","0","""2026-06-29T09:42:59.976037419Z"""
"""!49ea4c9c""","""!6984edcc""","1","0","""2026-06-28T10:11:15.432926271Z"""
"""!49ea4c9c""","""!a26717d3""","1","0","""2026-06-28T02:21:15.599062744Z"""
"""!49ea4c9c""","""!1a036b16""","1","-10","""2026-06-28T02:00:18.649596682Z"""
"""!49ea4c9c""","""!435bb36c""","1","0","""2026-06-28T03:42:07.034007145Z"""
"""!49ea4c9c""","""!4762ab17""","72","-10.4583","""2026-07-02T01:06:13.745475424Z"""
"""!49ea4c9c""","""!4677cab""","1","0","""2026-06-28T02:28:05.642369868Z"""
"""!49ea4c9c""","""!fb7d7888""","1","0","""2026-06-28T03:38:12.935827143Z"""
"""!49ea4c9c""","""!4093fc0""","2","0","""2026-06-29T17:19:22.816573535Z"""
"""!49ea4c9c""","""!db2fb510""","1","0","""2026-06-28T03:48:12.759137636Z"""
"""!49ea4c9c""","""!a49cbdaf""","2","0","""2026-06-28T14:49:03.007977751Z"""
"""!49ea4c9c""","""!85d2fa9e""","2","47","""2026-06-29T01:21:01.473933246Z"""
"""!49ea4c9c""","""!a6962cc4""","1","0","""2026-06-28T03:18:07.042582318Z"""
"""!49ea4c9c""","""!bf082389""","2","0","""2026-06-28T13:51:52.711097326Z"""
"""!49ea4c9c""","""!8b8ec14e""","1","0","""2026-06-28T02:06:06.116629967Z"""
"""!49ea4c9c""","""!406a000""","1","0","""2026-06-28T10:38:11.482327006Z"""
"""!49ea4c9c""","""!1de91c78""","2","0","""2026-06-29T09:49:00.375390318Z"""
"""!49ea4c9c""","""!849b62f0""","1","0","""2026-06-27T18:42:48.341529793Z"""
"""!49ea4c9c""","""!e00ced64""","4","-20.5","""2026-06-28T20:22:05.435147371Z"""
"""!49ea4c9c""","""!9e76b638""","2","0","""2026-06-29T05:13:00.767028994Z"""
"""!49ea4c9c""","""!d45b9c38""","1","0","""2026-06-27T17:34:05.407554286Z"""
"""!49ea4c9c""","""!d9079859""","1","0","""2026-06-28T02:43:21.992452231Z"""
"""!49ea4c9c""","""!55f241a0""","1","-16","""2026-06-28T02:35:20.744226174Z"""
"""!49ea4c9c""","""!4af2e6c3""","2","0","""2026-06-28T14:18:52.761089206Z"""
"""!49ea4c9c""","""!f1bfbe6a""","2","0","""2026-07-02T00:38:20.096544393Z"""
"""!49ea4c9c""","""!db2ac884""","2","0","""2026-06-28T11:43:58.700654582Z"""
"""!49ea4c9c""","""!a1d75fc4""","1","-23","""2026-06-28T09:17:14.389236146Z"""
"""!49ea4c9c""","""!9e7784e0""","1","0","""2026-06-28T01:36:08.428232087Z"""
"""!49ea4c9c""","""!9ee81de4""","2","0","""2026-06-28T14:40:00.84303314Z"""
"""!49ea4c9c""","""!13034e71""","1","0","""2026-06-28T01:54:07.659918383Z"""
"""!49ea4c9c""","""!435ad4a0""","1","0","""2026-06-28T10:32:12.308495537Z"""
"""!49ea4c9c""","""!b03e0068""","4","0","""2026-06-30T22:52:02.499179108Z"""
"""!49ea4c9c""","""!6985aa24""","1","13","""2026-06-28T03:15:05.826049971Z"""
"""!49ea4c9c""","""!43a92a8""","2","0","""2026-06-29T00:22:14.84145812Z"""
"""!49ea4c9c""","""!50734ef3""","1","0","""2026-06-27T18:11:01.70917419Z"""
"""!49ea4c9c""","""!699be574""","1","0","""2026-06-27T21:33:49.686754398Z"""
"""!49ea4c9c""","""!699b11f0""","1","0","""2026-06-28T03:17:01.497618072Z"""
"""!49ea4c9c""","""!b614a7c2""","1","0","""2026-06-28T02:27:17.973705542Z"""
"""!49ea4c9c""","""!dc0441c1""","2","0","""2026-06-29T15:09:54.865517454Z"""
"""!49ea4c9c""","""!2e7e858""","1","0","""2026-06-28T03:14:23.506054191Z"""
"""!49ea4c9c""","""!2bbe7f39""","3","0","""2026-06-28T14:30:55.150863229Z"""
"""!49ea4c9c""","""!b2a7ce20""","2","55","""2026-06-28T17:34:35.967529988Z"""
"""!49ea4c9c""","""!c4b05f20""","2","0","""2026-06-29T01:27:55.292018306Z"""
"""!49ea4c9c""","""!64e26f73""","1","0","""2026-06-27T21:04:38.350529219Z"""
"""!49ea4c9c""","""!400a2bc""","1","0","""2026-06-28T08:05:12.720319043Z"""
"""!49ea4c9c""","""!909ec090""","1","0","""2026-06-28T09:02:12.902660883Z"""
"""!49ea4c9c""","""!33654620""","2","0","""2026-06-28T16:22:11.013395979Z"""
"""!f9975d3a""","""!0406a000""","4","-20","""2026-07-02T16:26:30.421505253Z"""
"""!f9975d3a""","""!6a1ed941""","31","47.3871","""2026-07-03T20:56:39.19174721Z"""
"""!f9975d3a""","""!6985aa24""","1","48","""2026-06-28T01:21:26.890233388Z"""
"""!f9975d3a""","""!1ba735d8""","6","-21","""2026-07-03T02:12:16.50518921Z"""
"""!f9975d3a""","""!435ae670""","6","-49","""2026-07-02T02:56:20.580535048Z"""
"""!f9975d3a""","""!699be2e8""","4","7","""2026-07-02T20:33:23.716421583Z"""
"""!f9975d3a""","""!91131550""","2","49","""2026-07-02T22:02:02.474162977Z"""
"""!f9975d3a""","""!bfa97d12""","21","17.1905","""2026-07-04T03:45:17.718915252Z"""
"""!f9975d3a""","""!a1d75fc4""","16","47.0625","""2026-07-04T08:10:19.832663124Z"""
"""!b33214db""","""!0e60ec89""","8","1.5","""2026-07-04T09:07:34.29078098Z"""
"""!b33214db""","""!8944a6da""","2","0","""2026-07-01T19:18:54.880322878Z"""
"""!b33214db""","""!dc0441c1""","2","-38","""2026-06-30T16:52:04.932959071Z"""
"""!b33214db""","""!2bbe7f39""","2","0","""2026-07-02T01:36:30.001074294Z"""
"""!b33214db""","""!91131550""","2","0","""2026-07-01T22:56:29.266008073Z"""
"""!b33214db""","""!435bb838""","2","0","""2026-07-01T07:33:53.415954789Z"""
"""!b33214db""","""!9e76b638""","4","-43.5","""2026-07-03T01:09:13.802440197Z"""
"""!b33214db""","""!f9246972""","2","0","""2026-07-01T13:45:57.637839343Z"""
"""!b33214db""","""!1a036b16""","2","-41","""2026-07-02T14:59:09.352095893Z"""
"""!b33214db""","""!02eb8e7c""","9","-15.5556","""2026-07-01T13:45:59.486847765Z"""
"""!b33214db""","""!eb9326c7""","2","0","""2026-07-01T13:36:50.681524495Z"""
"""!b33214db""","""!2eb8e7c""","2","0.25","""2026-07-03T12:59:26.72921017Z"""
"""!3716d135""","""!64e26f73""","6","26","""2026-06-28T14:21:54.260328782Z"""
"""!3716d135""","""!bfa97d12""","6","17.3333","""2026-06-30T00:32:12.61377244Z"""
"""!650cd503""","""!e17c1baf""","12","9","""2026-07-02T18:14:04.261568084Z"""
"""!650cd503""","""!433ddd98""","8","-18","""2026-06-28T08:55:34.597712881Z"""
"""!650cd503""","""!b1610d41""","2","9","""2026-07-01T09:11:04.417099926Z"""
"""!650cd503""","""!33665478""","12","-2","""2026-07-03T12:02:35.366814161Z"""
"""!650cd503""","""!b2247b30""","1","-32","""2026-06-28T10:07:07.82296798Z"""
"""!650cd503""","""!f6700eb0""","4","17.5","""2026-07-01T07:06:30.921446651Z"""
"""!650cd503""","""!e8c0b785""","4","48","""2026-07-03T06:52:19.550609406Z"""
"""!650cd503""","""!1ba5ae00""","4","46.5","""2026-06-28T07:49:38.246756735Z"""
"""!650cd503""","""!672f1873""","26","-7.5","""2026-07-03T12:01:02.326106282Z"""
"""!1de9bb56""","""!7a2c0a16""","6","0","""2026-06-29T00:58:17.952341202Z"""
"""!1de9bb56""","""!da75c0a0""","4","0","""2026-06-29T12:18:54.731177306Z"""
"""!1de9bb56""","""!a49cbdaf""","2","0","""2026-06-29T14:49:22.138642699Z"""
"""!1de9bb56""","""!55f241a0""","92","44.3043","""2026-07-04T03:33:15.21395069Z"""
"""!1de9bb56""","""!6a1ed941""","8","47.5","""2026-07-01T14:12:49.235035588Z"""
"""!1de9bb56""","""!2e7e858""","3","0","""2026-06-29T03:06:56.340477181Z"""
"""!1de9bb56""","""!aca38e1c""","2","0","""2026-06-27T21:52:08.145743235Z"""
"""!1de9bb56""","""!2f6d212f""","2","0","""2026-06-29T05:39:53.736377464Z"""
"""!1de9bb56""","""!2bbe7f39""","2","0","""2026-06-28T20:30:55.824566321Z"""
"""!1de9bb56""","""!9e7784e0""","1","0","""2026-06-27T19:36:16.524153456Z"""
"""!1de9bb56""","""!33654620""","4","0","""2026-06-30T22:24:52.321026417Z"""
"""!1de9bb56""","""!da752230""","1","0","""2026-06-27T16:51:21.231815352Z"""
"""!1de9bb56""","""!de3c2716""","2","0","""2026-06-28T18:30:52.460269853Z"""
"""!1de9bb56""","""!49de8b8d""","6","0","""2026-06-29T10:13:10.029240765Z"""
"""!1de9bb56""","""!ada4e236""","2","0","""2026-06-29T14:34:06.521256677Z"""
"""!1de9bb56""","""!da56798c""","1","0","""2026-06-28T04:05:10.084811747Z"""
"""!1de9bb56""","""!f550ce76""","2","0","""2026-06-29T01:48:07.180247961Z"""
"""!1de9bb56""","""!435690a4""","2","0","""2026-06-28T08:02:00.179691056Z"""
"""!1de9bb56""","""!f1b7b248""","2","0","""2026-06-29T01:03:07.104240667Z"""
"""!1de9bb56""","""!f1a7bb1c""","2","0","""2026-06-29T11:49:08.6848469Z"""
"""!1de9bb56""","""!43a92a8""","4","0","""2026-06-29T06:22:11.307368966Z"""
"""!1de9bb56""","""!f9975d3a""","2","0","""2026-06-28T17:24:51.968500305Z"""
"""!1de9bb56""","""!8944a6da""","2","0","""2026-06-28T13:15:51.86622917Z"""
"""!1de9bb56""","""!1454ed85""","5","0","""2026-06-28T16:05:33.861868617Z"""
"""!1de9bb56""","""!9e759a68""","7","0","""2026-06-29T12:01:04.211275373Z"""
"""!1de9bb56""","""!7a6f356e""","1","0","""2026-06-27T13:09:58.724812121Z"""
"""!1de9bb56""","""!400a2bc""","2","0","""2026-06-29T14:06:57.805298765Z"""
"""!1de9bb56""","""!bc26463f""","11","0","""2026-06-29T17:04:05.445335455Z"""
"""!1de9bb56""","""!349fe479""","2","0","""2026-06-29T03:30:10.710963604Z"""
"""!1de9bb56""","""!1de92ebc""","15","0","""2026-06-29T17:13:08.506394776Z"""
"""!1de9bb56""","""!db2ac884""","2","0","""2026-06-28T17:46:04.969209827Z"""
"""!1de9bb56""","""!bf082389""","4","0","""2026-06-29T16:33:52.309956838Z"""
"""!1de9bb56""","""!85d2fa9e""","7","0","""2026-06-29T01:46:16.850562909Z"""
"""!1de9bb56""","""!9e76b638""","1","0","""2026-06-27T17:09:53.670680515Z"""
"""!1de9bb56""","""!dc0441c1""","1","0","""2026-06-28T09:05:10.602397999Z"""
"""!1de9bb56""","""!6a4581e4""","1","0","""2026-06-28T01:51:18.072433953Z"""
"""!1de9bb56""","""!17f7e1db""","1","0","""2026-06-27T20:57:19.485543888Z"""
"""!1de9bb56""","""!d6e141e7""","2","0","""2026-06-29T11:16:06.014061433Z"""
"""!1de9bb56""","""!2e60108""","1","0","""2026-06-27T19:52:03.623584416Z"""
"""!1de9bb56""","""!8c609614""","6","0","""2026-06-28T22:03:54.101623864Z"""
"""!1de9bb56""","""!699be2e8""","4","0","""2026-06-29T16:04:06.480533835Z"""
"""!1de9bb56""","""!1f12a430""","1","0","""2026-06-27T16:42:54.697045655Z"""
"""!1de9bb56""","""!ef34d6a1""","4","0","""2026-06-29T10:55:05.356974372Z"""
"""!1de9bb56""","""!97d57985""","2","0","""2026-06-28T14:46:13.528829709Z"""
"""!1de9bb56""","""!b2a73cc0""","2","0","""2026-06-29T03:33:08.388323793Z"""
"""!1de9bb56""","""!eb9326c7""","6","0","""2026-06-29T07:34:00.377453601Z"""
"""!1de9bb56""","""!6ea117d0""","2","0","""2026-06-29T02:48:07.084762525Z"""
"""!1de9bb56""","""!d45b9c38""","1","0","""2026-06-28T11:38:13.827849606Z"""
"""!1de9bb56""","""!f9246972""","7","0","""2026-06-29T13:42:49.826961343Z"""
"""!1de9bb56""","""!da64b474""","3","0","""2026-06-29T12:42:50.003515015Z"""
"""!1de9bb56""","""!699b11f0""","3","0","""2026-06-29T15:42:59.571213883Z"""
"""!1de9bb56""","""!4093fc0""","1","0","""2026-06-28T05:02:13.808241184Z"""
"""!1de9bb56""","""!62f8ee94""","2","0","""2026-06-28T08:35:15.092477608Z"""
"""!1de9bb56""","""!6983e55c""","4","16.5","""2026-06-29T17:08:36.1803852Z"""
"""!1de9bb56""","""!afbbf63d""","2","0","""2026-07-02T00:47:30.462663671Z"""
"""!1de9bb56""","""!e60ec89""","4","0","""2026-06-29T12:49:02.22137964Z"""
"""!1de9bb56""","""!a6da27e5""","5","0","""2026-06-29T11:30:59.209263444Z"""
"""!1de9bb56""","""!4356feb0""","2","0","""2026-06-28T17:27:46.328937508Z"""
"""!1de9bb56""","""!b03e0068""","8","0","""2026-06-29T16:49:17.756406657Z"""
"""!1de9bb56""","""!435bb36c""","1","0","""2026-06-27T16:22:18.562633853Z"""
"""!1de9bb56""","""!ed1b5999""","11","0","""2026-06-29T17:02:33.17677561Z"""
"""!1de9bb56""","""!fe132891""","2","0","""2026-06-28T09:08:32.683347065Z"""
"""!1de9bb56""","""!6985aa24""","3","23.3333","""2026-06-29T02:48:07.793822987Z"""
"""!1de9bb56""","""!a6962cc4""","1","0","""2026-06-28T04:14:19.308533354Z"""
"""!1de9bb56""","""!f669e48c""","2","-33","""2026-07-04T03:33:14.951870937Z"""
"""!1de9bb56""","""!2eb8e7c""","3","0","""2026-06-29T09:54:53.68247199Z"""
"""!1de9bb56""","""!bba94564""","2","0","""2026-06-29T02:21:11.569048931Z"""
"""!1de9bb56""","""!909ec090""","7","0","""2026-06-29T15:03:53.101583623Z"""
"""!1de9bb56""","""!10a406ad""","3","0","""2026-06-28T15:42:47.568752369Z"""
"""!1de9bb56""","""!b33214db""","5","0","""2026-06-29T05:51:51.753035985Z"""
"""!1de9bb56""","""!db2fb510""","3","0","""2026-06-28T14:43:16.1806434Z"""
"""!1de9bb56""","""!68663bcc""","2","0","""2026-06-29T10:10:23.830785103Z"""
"""!1de9bb56""","""!7c54cecf""","1","0","""2026-06-27T15:21:11.618315795Z"""
"""!1de9bb56""","""!3e4f8220""","3","0","""2026-06-29T03:25:06.137249416Z"""
"""!1de9bb56""","""!bc904758""","12","0","""2026-07-01T14:00:57.434961955Z"""
"""!1de9bb56""","""!4358e164""","4","45","""2026-06-29T00:48:05.642947435Z"""
"""!1de9bb56""","""!bfa97d12""","6","-30","""2026-06-29T12:21:57.184731816Z"""
"""!1de9bb56""","""!1ce588af""","1","0","""2026-06-28T03:57:06.828408476Z"""
"""!1de9bb56""","""!699be574""","2","0","""2026-06-28T15:36:57.257841309Z"""
"""!1de9bb56""","""!f1bfbe6a""","4","0","""2026-06-29T12:28:25.900350039Z"""
"""!1de9bb56""","""!bba67c9f""","3","0","""2026-06-28T15:13:00.057118653Z"""
"""!1de9bb56""","""!9e75deb4""","8","0","""2026-06-29T10:36:48.809942379Z"""
